global unique identifier	last edited date	taxonomic order	category	taxon concept id	common name	scientific name	subspecies common name	subspecies scientific name	exotic code	observation count	breeding code	breeding category	behavior code	age/sex	country	country code	state	state code	county	county code	iba code	bcr code	usfws code	atlas block	locality	locality id	locality type	latitude	longitude	observation date	time observations started	observer id	sampling event identifier	protocol type	protocol code	project code	duration minutes	effort distance km	effort area ha	number observers	all species reported	group identifier	has media	approved	reviewed	reason	trip comments	species comments	
URN:CornellLabOfOrnithology:EBIRD:OBS1016901775	2020-11-24 10:15:12.304798	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Marquetalia	L11441868	H	5.2969868	-75.0551111	2020-11-22	07:29:00	obsr1439256	S76626517	Traveling	P22	EBIRD	56	2.63	NA	4	1	G5933161	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1020435712	2020-11-29 20:56:30.038658	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR05	L12840928	P	5.1839885	-75.4549089	2020-11-14	11:38:00	obsr721680	S76886802	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956101	0	1	0		DG/JF,R01,NO,2		
URN:CornellLabOfOrnithology:EBIRD:OBS1012668013	2020-11-29 21:55:47.852533	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM10	L12741818	P	5.1528263	-75.5069889	2020-11-15	11:28:00	obsr721680	S76314979	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956305	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1453413164	2022-10-26 06:19:45.669878	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PNN Selva de Florencia	L465366	H	5.4838333	-75.072	2020-11-08	07:12:00	obsr761042	S112348349	Traveling	P22	EBIRD	286	5.06	NA	5	1	G5887909	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1027622004	2020-12-23 09:17:54.844398	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	finca las pavas	L12924874	P	5.0208849	-75.5914437	2020-11-17	06:34:00	obsr1998729	S77395100	Traveling	P22	EBIRD	360	3.36	NA	4	1	G6039721	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017883251	2022-10-26 04:45:29.721779	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				13					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--lower entrance road	L4281858	H	5.0696236	-75.4441236	2020-11-20	08:09:00	obsr721680	S76697338	Traveling	P22	EBIRD	300	3	NA	3	1	G5940650	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018530765	2022-10-26 04:43:17.524067	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	El Bosque	L7881038	P	5.3777527	-75.1697879	2020-11-27	06:04:00	obsr793173	S76742873	Traveling	P22	EBIRD_COL	154	3.63	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014374482	2020-11-29 21:55:47.774548	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BOC09	L12761123	P	5.0655457	-75.4665143	2020-11-20	11:15:00	obsr721680	S76446163	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956302	0	1	0		DG/JL,R01,NO,2		
URN:CornellLabOfOrnithology:EBIRD:OBS1015723831	2022-10-25 02:04:50.338192	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				15					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva El Popal	L3626828	H	5.3710396	-75.1860952	2020-11-22	05:32:00	obsr1477340	S76541746	Traveling	P22	EBIRD	275	6.48	NA	3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018363886	2020-11-26 20:11:15.739699	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BOC01	L12805732	P	5.0663257	-75.4491358	2020-11-20	06:32:00	obsr759463	S76732638	Stationary	P21	EBIRD	10	NA	NA	2	0	G5943648	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011369895	2020-11-13 13:53:22	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU_04 (4,995, -75,425)	L12717072	P	4.9948962	-75.4253874	2020-11-12	08:58:00	obsr635048	S76199729	Stationary	P21	EBIRD	10	NA	NA	2	0	G5901015	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1028641408	2021-08-05 00:09:06.510397	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Marquetalia	L11441868	H	5.2969868	-75.0551111	2020-11-29	06:36:00	obsr1439256	S77467455	Traveling	P22	EBIRD	317	6.06	NA	6	1	G6001155	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599801045	2023-01-06 19:41:20.627802	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU02	L12798416	P	4.9958667	-75.4215947	2020-11-12	07:52:00	obsr721680	S125570870	Stationary	P21	EBIRD	10	NA	NA	2	0	G5901056	0	1	0		DG/JL, R01, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1034632719	2020-12-24 18:20:35.165283	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PaSos B06	L12958626	P	4.936976	-75.465077	2020-11-26	09:41:00	obsr668929	S77892508	Stationary	P21	EBIRD	5	NA	NA	2	1	G6041120	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599799998	2023-01-06 19:38:44.16334	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_DES09	L12779229	P	5.1843123	-75.5363342	2020-11-22	09:58:00	obsr721680	S125570719	Stationary	P21	EBIRD	10	NA	NA	1	0	G5931610	0	1	0		DG, R01,NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1018363893	2020-11-26 20:11:15.881675	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU09	L12805587	P	4.9935238	-75.434781	2020-11-23	10:31:00	obsr759463	S76732643	Stationary	P21	EBIRD	10	NA	NA	1	0	G5943653	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1019864477	2020-11-29 21:08:59.113406	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_TIN02	L12832296	P	5.064236	-75.5896317	2020-11-29	07:10:00	obsr759463	S76840199	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956161	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1059029497	2021-01-24 22:25:24.497759	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca La Alquería, Vereda La Floresta, Villamaria	L7680411	P	5.0375094	-75.5210924	2020-11-02	08:45:00	obsr622414	S79861383	Traveling	P22	EBIRD_COL	75	0.2	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012666280	2020-11-29 21:46:02.608778	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM03	L12741791	P	5.158546	-75.497545	2020-11-15	07:36:00	obsr721680	S76314828	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956265	0	1	0		DG/JL,R01,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1013602623	2020-11-19 09:20:26.218634	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_SOL01	L12751855	P	4.9788933	-75.540977	2020-11-19	07:13:00	obsr759463	S76390058	Stationary	P21	EBIRD	10	NA	NA	2	0	G5917761	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1020044253	2022-10-26 06:19:14.38431	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PNN Selva de Florencia	L465366	H	5.4838333	-75.072	2020-11-08	07:12:00	obsr1469735	S76853627	Traveling	P22	EBIRD	286	5.06	NA	5	1	G5887909	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011101471	2020-11-24 19:18:18.095029	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU06	L12798446	P	4.9949237	-75.4287734	2020-11-12	10:36:00	obsr759463	S76175887	Stationary	P21	EBIRD	10	NA	NA	2	0	G5901006	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017044376	2020-12-05 17:25:23.340578	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_RFP08	L12795674	P	5.0182465	-75.4122274	2020-11-24	09:07:00	obsr759463	S76637826	Stationary	P21	EBIRD	10	NA	NA	1	0	G5973727	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017200940	2022-10-26 06:20:14.819186	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	El Bosque	L7881038	P	5.3777527	-75.1697879	2020-11-06	06:00:00	obsr1469735	S76649710	Traveling	P22	EBIRD	120	5	NA	2	1	G5937066	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016162284	2020-11-22 20:11:33.034414	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_BAT02	L12776814	P	4.9498827	-75.5343486	2020-11-18	07:45:00	obsr635048	S76576586	Stationary	P21	EBIRD	10	NA	NA	2	0	G5931619	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018390379	2022-10-12 00:32:29.942808	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Bellavista	L4465017	H	5.3301486	-74.920224	2020-11-26	08:23:00	obsr722719	S76733985	Traveling	P22	EBIRD	360	2	NA	5	1	G5943773	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016350375	2020-11-23 19:21:53.011082	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_GRU01	L12787226	P	4.9959098	-75.4201222	2020-11-23	06:57:00	obsr721680	S76587921	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934313	0	1	0		JL,R02,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1021322586	2020-12-01 14:16:02.404962	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_TIN02	L12776695	P	5.0651431	-75.5916207	2020-11-17	08:31:00	obsr635048	S76946542	Stationary	P21	EBIRD	10	NA	NA	2	0	G5956347	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017279510	2020-11-24 20:22:19.993939	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_RFP04	L12797949	P	5.0209836	-75.4204937	2020-11-24	07:44:00	obsr635048	S76655353	Stationary	P21	EBIRD	10	NA	NA	1	0	G5937516	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1015716616	2020-11-24 18:18:14.513578	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_DES09	L12779229	P	5.1843123	-75.5363342	2020-11-22	09:58:00	obsr759463	S76542907	Stationary	P21	EBIRD	10	NA	NA	1	0	G5931610	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1020023355	2022-12-12 12:35:09.398602	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Glamping El Color De Mi Rêves	L10972346	P	4.9895205	-75.4076403	2020-11-28	07:05:00	obsr609841	S76852296	Traveling	P22	EBIRD	536	1.7	NA	6	1	G5952629	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1193214658	2021-07-01 17:22:43.333118	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Bellavista	L4465017	H	5.3301486	-74.920224	2020-11-26	08:23:00	obsr2571477	S91086274	Traveling	P22	EBIRD	360	2	NA	5	0	G5943773	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016502552	2020-11-23 19:21:31.731948	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_ALC11	L12789441	P	5.0582117	-75.5389668	2020-11-23	12:50:00	obsr721680	S76599799	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934307	0	1	0		JL,R01,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1017985211	2020-11-29 21:08:59.2996	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				7					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR03	L12806983	P	5.1847977	-75.4520519	2020-11-26	07:40:00	obsr759463	S76702636	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956173	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011675246	2020-11-14 08:55:37	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca La Libertad, Vereda San Gabriel/CO-Caldas-Manizales - 5,132x-75,557 - 11/03/2017 13:00	L5562515	P	5.1321073	-75.5573044	2020-11-09	07:08:00	obsr666506	S76226778	Stationary	P21	EBIRD	30	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322890	2020-12-01 14:16:03.486063	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM03	L12741791	P	5.158546	-75.497545	2020-11-26	13:18:00	obsr635048	S76946602	Stationary	P21	EBIRD	10	NA	NA	1	0	G5943640	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018068180	2020-11-29 21:08:59.277396	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_MAR09	L12808084	P	5.177575	-75.4599819	2020-11-26	09:42:00	obsr759463	S76709430	Stationary	P21	EBIRD	10	NA	NA	1	0	G5956171	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1034632731	2020-12-24 18:18:56.810689	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PaSos B05	L12958605	P	4.953397	-75.479793	2020-11-26	08:41:00	obsr668929	S77892512	Stationary	P21	EBIRD	5	NA	NA	2	1	G6041123	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1009331940	2021-05-08 19:06:05.782527	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Lodge Paraíso Verde - Manizales	L10079498	P	5.0890114	-75.5333151	2020-11-08	06:52:00	obsr397020	S76018263	Stationary	P21	EBIRD	34	NA	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1013003744	2021-01-21 19:43:12.718902	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN11	L12745233	P	5.0353925	-75.5632248	2020-11-16	13:24:00	obsr759463	S76345488	Stationary	P21	EBIRD	10	NA	NA	2	0	G5914302	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599801260	2023-01-06 19:41:06.748735	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA03	L12798593	P	5.0148763	-75.5187955	2020-11-13	07:36:00	obsr721680	S125570849	Stationary	P21	EBIRD	10	NA	NA	2	0	G5903874	0	1	0		DG/JL, R01, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1021322888	2020-12-01 14:16:03.473295	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_CEM02	L12741785	P	5.1581092	-75.4952069	2020-11-26	12:59:00	obsr635048	S76946601	Stationary	P21	EBIRD	10	NA	NA	1	0	G5943639	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018257211	2021-03-31 20:03:04.567787	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Universidad de Manizales (área de reserva)	L8476006	P	5.077763	-75.520759	2020-11-21	07:00:00	obsr651643	S76725024	Traveling	P22	EBIRD	300	1.8	NA	2	1	G5946908	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016162305	2020-11-22 20:11:33.152025	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_TIN05	L12776702	P	5.0669429	-75.5884989	2020-11-17	10:51:00	obsr635048	S76576592	Stationary	P21	EBIRD	10	NA	NA	2	0	G5931625	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011538547	2020-11-13 21:01:25	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LlA_01	L12723149	P	5.0195503	-75.5193584	2020-11-13	06:35:00	obsr635048	S76215599	Stationary	P21	EBIRD	10	NA	NA	2	0	G5903875	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018507890	2020-11-29 07:57:18.349526	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN04	L12743419	P	5.0464867	-75.5626111	2020-11-27	07:14:00	obsr721680	S76741098	Stationary	P21	EBIRD	10	NA	NA	1	0	G5952689	0	1	0		JL,R02,NO,1		
URN:CornellLabOfOrnithology:EBIRD:OBS1019264505	2020-11-28 11:07:48.839572	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2020-11-28	09:19:00	obsr423094	S76796877	Incidental	P20	EBIRD_ESP	NA	NA	NA	1	0		0	1	0			Plumaje eclipse	
URN:CornellLabOfOrnithology:EBIRD:OBS1011490853	2021-01-11 21:37:57.244538	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				6					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA04	L12798604	P	5.0150553	-75.5206727	2020-11-13	08:12:00	obsr759463	S76211483	Stationary	P21	EBIRD	10	NA	NA	2	0	G5903873	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016421680	2020-11-24 17:57:57.448343	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_ALC06	L12798006	P	5.0653296	-75.5326837	2020-11-23	10:31:00	obsr759463	S76592884	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934363	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1599799903	2023-01-06 19:38:28.661894	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_ALC09	L12789151	P	5.0561078	-75.5392256	2020-11-23	12:18:00	obsr721680	S125570693	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934350	0	1	0		DG, R01, NO, 1		
URN:CornellLabOfOrnithology:EBIRD:OBS1019915433	2020-11-29 07:57:18.349526	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN04	L12743419	P	5.0464867	-75.5626111	2020-11-27	07:14:00	obsr759463	S76843142	Stationary	P21	EBIRD	10	NA	NA	1	0	G5952689	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008335744	2022-10-25 02:18:48.772107	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	19-15 Calle 4a, Manizales, Caldas, CO (5.069, -75.53)	L12402186	P	5.0692285	-75.5300084	2020-11-07	06:45:00	obsr1192534	S75929499	Traveling	P22	EBIRD	65	1.69	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1016442355	2020-11-24 17:55:36.179062	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_ALC07	L12797989	P	5.0661815	-75.5316112	2020-11-23	11:04:00	obsr759463	S76594370	Stationary	P21	EBIRD	10	NA	NA	1	0	G5934362	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1009264881	2022-06-19 16:52:52.064131	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Pensilvania-San Bernardo 2110	L12209381	P	5.3822432	-75.1643066	2020-11-08	14:43:00	obsr1836622	S76012437	Stationary	P21	EBIRD	81	NA	NA	1	1		0	1	0		Sector Mariano.		
URN:CornellLabOfOrnithology:EBIRD:OBS1021322705	2020-12-01 14:16:03.277194	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_VEN10	L12744912	P	5.0345911	-75.5615831	2020-11-27	10:29:00	obsr635048	S76946592	Stationary	P21	EBIRD	10	NA	NA	2	0	G5952686	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1021322966	2020-12-01 14:16:04.342156	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_RFP08	L12805445	P	5.0186442	-75.4148642	2020-11-24	09:09:00	obsr635048	S76946651	Stationary	P21	EBIRD	10	NA	NA	2	0	G5943655	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011820219	2020-11-14 12:32:18	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	El Bosque	L7881038	P	5.3777527	-75.1697879	2020-11-14	10:44:00	obsr1469735	S76239499	Traveling	P22	EBIRD	107	1.69	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012615879	2022-12-12 13:02:09.381133	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vereda La Pradera, Finca L Divisa Chinchiná, Caldas, CO (4,983, -75,605)	L9641072	P	4.9834147	-75.6054427	2020-11-15	17:43:00	obsr914933	S76310756	Stationary	P21	EBIRD	300	NA	NA	2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012035009	2020-11-14 18:13:17	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5	H 	C2	H 		Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hostal La Laguna	L5251533	H	4.9317317	-75.4674154	2020-11-14	10:03:00	obsr1447845	S76259231	Traveling	P22	EBIRD	240	4	NA	1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1017655235	2020-11-25 14:48:30.397033	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA06	L12800517	P	5.0192699	-75.5227832	2020-11-25	08:50:00	obsr635048	S76681132	Stationary	P21	EBIRD	10	NA	NA	2	0	G5939335	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1018363910	2020-11-26 20:11:16.058615	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_LLA10	L12801068	P	5.0152626	-75.5311441	2020-11-25	10:21:00	obsr759463	S76732650	Stationary	P21	EBIRD	10	NA	NA	2	0	G5939331	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1014042820	2020-11-19 19:33:15.215216	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	CAL_SOL10	L12755181	P	4.9964852	-75.5493883	2020-11-19	13:48:00	obsr759463	S76423989	Stationary	P21	EBIRD	10	NA	NA	2	0	G5919989	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012752039	2022-12-12 12:37:36.178643	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	176007, Villamaría CO-Caldas 5.02082, -75.43676	L12703178	P	5.020824	-75.436759	2020-11-14	06:32:00	obsr645717	S76321871	Traveling	P22	EBIRD	415	15.645	NA	5	1	G5912589	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1009383246	2022-10-26 06:17:56.211162	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	PNN Selva de Florencia	L465366	H	5.4838333	-75.072	2020-11-08	07:12:00	obsr766405	S76022625	Traveling	P22	EBIRD	286	5.06	NA	5	1	G5887909	0	1	0				
