"","checklist_id","observer_id","observation_count","species_observed","state_code","locality_id","latitude","longitude","protocol_type","all_species_reported","observation_date","year","day_of_year","hours_of_day","effort_hours","effort_distance_km","effort_speed_kmph","number_observers","elevation_mean","elevation_sd","ed_c01_barren","pland_c01_barren","ed_c02_snow","pland_c02_snow","ed_c03_water","pland_c03_water","ed_c11_evergreen_needleleaf","pland_c11_evergreen_needleleaf","ed_c12_evergreen_broadleaf","pland_c12_evergreen_broadleaf","ed_c13_deciduous_needleleaf","pland_c13_deciduous_needleleaf","ed_c14_deciduous_broadlead","pland_c14_deciduous_broadlead","ed_c15_mixed_broadleaf_needleleaf","pland_c15_mixed_broadleaf_needleleaf","ed_c16_mixed_broadleaf_deciduous","pland_c16_mixed_broadleaf_deciduous","ed_c21_open_forests","pland_c21_open_forests","ed_c22_sparse_forests","pland_c22_sparse_forests","ed_c31_dense_herbaceous","pland_c31_dense_herbaceous","ed_c32_sparse_herbaceous","pland_c32_sparse_herbaceous","ed_c41_dense_shrublands","pland_c41_dense_shrublands","ed_c42_shrubland_grassland","pland_c42_shrubland_grassland","ed_c43_sparse_shrublands","pland_c43_sparse_shrublands","ed_c255_unclassified","pland_c255_unclassified"
"1656","S105661504","obs1192534",0,FALSE,"CO-CAL","L18265745",5.0832766,-75.6667776,"Stationary",1,2022-03-26,2022,85,11.3,1,0,0,1,989.646301269531,39.0830726623535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77714648783283,90,3.77714648783283,10,0,0,0,0,0,0,0,0,0,0,0,0
"1657","S105662615","obs1025697",2,TRUE,"CO-CAL","L18265905",5.069326,-75.5460256,"Stationary",1,2022-03-26,2022,85,10.75,0.166666666666667,0,0,1,1698.05725097656,134.377471923828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1658","S105798467","obs1062889",0,FALSE,"CO-CAL","L18270473",5.1032984,-75.8914105,"Traveling",1,2022-03-28,2022,87,11.65,0.283333333333333,0.32,1.12941176470588,2,1156.58972167969,102.519920349121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42742445460255,94.8717948717949,4.42742445460255,5.12820512820513,0,0,0,0,0,0,0,0,0,0,0,0
"1659","S105687156","obs1062889",0,FALSE,"CO-CAL","L18270473",5.1032984,-75.8914105,"Traveling",1,2022-03-27,2022,86,7.16666666666667,3,2.11,0.703333333333333,3,1156.58972167969,102.519920349121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42742445460255,94.8717948717949,4.42742445460255,5.12820512820513,0,0,0,0,0,0,0,0,0,0,0,0
"1660","S105694622","obs1062889",0,FALSE,"CO-CAL","L18270473",5.1032984,-75.8914105,"Traveling",1,2022-03-27,2022,86,10.0833333333333,0.5,0.25,0.5,1,1156.58972167969,102.519920349121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42742445460255,94.8717948717949,4.42742445460255,5.12820512820513,0,0,0,0,0,0,0,0,0,0,0,0
"1661","S105767959","obs1062889",0,FALSE,"CO-CAL","L18270473",5.1032984,-75.8914105,"Traveling",1,2022-03-28,2022,87,8.01666666666667,0.833333333333333,0.13,0.156,2,1156.58972167969,102.519920349121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42742445460255,94.8717948717949,4.42742445460255,5.12820512820513,0,0,0,0,0,0,0,0,0,0,0,0
"1662","S105702492","obs1187230",0,FALSE,"CO-CAL","L18273274",5.0924366,-75.5570568,"Traveling",1,2022-03-27,2022,86,8.28333333333333,3.15,2.73,0.866666666666667,1,1568.1796875,97.5059127807617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99773530780345,94.4444444444445,2.99773530780345,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0
"1663","S105761147","obs1062889",0,FALSE,"CO-CAL","L18283750",5.1037399,-75.886458,"Traveling",1,2022-03-28,2022,87,7.06666666666667,0.45,0.51,1.13333333333333,1,1104.97277832031,78.7126083374023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31673884323749,95,4.31673884323749,5,0,0,0,0,0,0,0,0,0,0,0,0
"1664","S105798768","obs1062889",0,FALSE,"CO-CAL","L18283750",5.1037399,-75.886458,"Traveling",1,2022-03-28,2022,87,15.75,1.41666666666667,0.52,0.367058823529412,2,1104.97277832031,78.7126083374023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31673884323749,95,4.31673884323749,5,0,0,0,0,0,0,0,0,0,0,0,0
"1665","S105765811","obs303816",0,FALSE,"CO-CAL","L18284428",4.980222,-75.336245,"Stationary",1,2022-03-07,2022,66,13.5,1.5,0,0,3,3822.07592773438,72.9496002197266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81077009826691,22.7272727272727,13.7350781375737,63.6363636363636,8.82969308844037,13.6363636363636,0,0,0,0,0,0,0,0,0,0
"1666","S105893216","obs1062889",0,FALSE,"CO-CAL","L18294215",5.0061927,-75.8819171,"Traveling",1,2022-03-30,2022,89,9.83333333333333,0.666666666666667,0.3,0.45,2,972.294555664062,56.0376129150391,0,0,0,0,0,0,0,0,1.61877706621388,2.5,0,0,0,0,0,0,0,0,7.01470062026032,47.5,9.71266239728347,30,5.39592355404634,20,0,0,0,0,0,0,0,0,0,0
"1667","S105829488","obs1062889",0,FALSE,"CO-CAL","L18294215",5.0061927,-75.8819171,"Stationary",1,2022-03-29,2022,88,7.36666666666667,1.66666666666667,0,0,2,972.294555664062,56.0376129150391,0,0,0,0,0,0,0,0,1.61877706621388,2.5,0,0,0,0,0,0,0,0,7.01470062026032,47.5,9.71266239728347,30,5.39592355404634,20,0,0,0,0,0,0,0,0,0,0
"1668","S105823993","obs1062889",0,FALSE,"CO-CAL","L18294215",5.0061927,-75.8819171,"Traveling",1,2022-03-29,2022,88,6.75,0.566666666666667,0.29,0.511764705882353,2,972.294555664062,56.0376129150391,0,0,0,0,0,0,0,0,1.61877706621388,2.5,0,0,0,0,0,0,0,0,7.01470062026032,47.5,9.71266239728347,30,5.39592355404634,20,0,0,0,0,0,0,0,0,0,0
"1669","S105834185","obs1062889",0,FALSE,"CO-CAL","L18295746",5.0045701,-75.8824102,"Traveling",1,2022-03-29,2022,88,9.23333333333333,1,0.21,0.21,2,974.825317382812,57.5301094055176,0,0,0,0,0,0,0,0,2.69796177702346,7.5,0,0,0,0,0,0,0,0,7.55429297566555,50,8.0938853310702,22.5,4.31673884323743,20,0,0,0,0,0,0,0,0,0,0
"1670","S105858169","obs1062889",0,FALSE,"CO-CAL","L18299979",5.0568043,-75.8665866,"Traveling",1,2022-03-29,2022,88,16.05,0.683333333333333,1.69,2.47317073170732,3,954.308715820312,12.5629997253418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42290505997474,17.0731707317073,14.2136522887074,70.7317073170732,8.94933662622314,12.1951219512195,0,0,0,0,0,0,0,0,0,0
"1671","S105893299","obs1062889",0,FALSE,"CO-CAL","L18305555",5.0086437,-75.8811166,"Traveling",1,2022-03-30,2022,89,9.01666666666667,0.333333333333333,0.11,0.33,2,967.409545898438,51.3356819152832,0,0,0,0,0,0,0,0,1.79864118468209,2.77777777777778,0,0,0,0,0,0,0,0,7.19456473872851,50,10.192300046532,25,5.99547061560705,22.2222222222222,0,0,0,0,0,0,0,0,0,0
"1672","S105894662","obs1062889",0,FALSE,"CO-CAL","L18305754",5.0049207,-75.8830834,"Stationary",1,2022-03-30,2022,89,10.5833333333333,0.233333333333333,0,0,2,979.832397460938,61.0059242248535,0,0,0,0,0,0,0,0,2.69796177702346,7.5,0,0,0,0,0,0,0,0,7.55429297566555,50,8.0938853310702,22.5,4.31673884323743,20,0,0,0,0,0,0,0,0,0,0
"1673","S105917434","obs1062889",0,FALSE,"CO-CAL","L18309651",5.0079008,-75.8816966,"Traveling",1,2022-03-30,2022,89,15.7,1,0.14,0.14,2,971.366149902344,55.2817420959473,0,0,0,0,0,0,0,0,1.79864118468209,2.77777777777778,0,0,0,0,0,0,0,0,7.19456473872851,50,10.192300046532,25,5.99547061560705,22.2222222222222,0,0,0,0,0,0,0,0,0,0
"1674","S105918242","obs1062889",0,FALSE,"CO-CAL","L18309769",5.0050078,-75.8831223,"Stationary",1,2022-03-30,2022,89,16.9166666666667,0.183333333333333,0,0,2,980.243591308594,61.2906074523926,0,0,0,0,0,0,0,0,2.69796177702346,7.5,0,0,0,0,0,0,0,0,7.55429297566555,50,8.0938853310702,22.5,4.31673884323743,20,0,0,0,0,0,0,0,0,0,0
"1675","S105930384","obs898715",0,FALSE,"CO-CAL","L18311682",4.8186131,-75.371713,"Traveling",1,2022-03-30,2022,89,8.16666666666667,4.2,2.61,0.621428571428571,1,4630.662109375,117.147872924805,5.16131818213175,8.69565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03816115745245,8.69565217391304,9.38421487660329,41.304347826087,8.44579338894281,15.2173913043478,11.261057851924,26.0869565217391,0,0,0,0,0,0
"1676","S105941654","obs1062889",0,FALSE,"CO-CAL","L18313577",5.0123899,-75.8549614,"Traveling",1,2022-03-31,2022,90,6.95,0.833333333333333,0.24,0.288,2,944.123962402344,13.1796293258667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55429297566555,62.5,8.09388533107009,30,2.6979617770234,7.5,0,0,0,0,0,0,0,0,0,0
"1677","S105956883","obs162659",1,TRUE,"CO-CAL","L18315960",5.0754442,-75.517707,"Stationary",1,2022-03-31,2022,90,10.4333333333333,0.333333333333333,0,0,1,2051.4384765625,58.3659744262695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19456473872846,13.8888888888889,10.7918471080926,80.5555555555556,0,0,3.59728236936418,5.55555555555556,0,0,0,0,0,0,0,0
"1678","S105972415","obs1062889",0,FALSE,"CO-CAL","L18318861",5.0092785,-75.855771,"Stationary",1,2022-03-31,2022,90,8.51666666666667,1,0,0,2,941.726501464844,12.7397794723511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.192300046532,50,11.3913941696536,38.8888888888889,3.59728236936428,11.1111111111111,0,0,0,0,0,0,0,0,0,0
"1679","S105975378","obs1062889",0,FALSE,"CO-CAL","L18319389",5.0089423,-75.8555609,"Traveling",1,2022-03-31,2022,90,16.1833333333333,0.366666666666667,0.11,0.3,2,941.922668457031,12.7700834274292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.192300046532,50,11.3913941696536,38.8888888888889,3.59728236936428,11.1111111111111,0,0,0,0,0,0,0,0,0,0
"1680","S83309483","obs1836622",0,FALSE,"CO-CAL","L18453876",5.3738794,-75.1730471,"Traveling",1,2021-03-13,2021,72,6.4,4.9,7.84,1.6,1,2335.30322265625,153.263916015625,0,0,0,0,0,0,0,0,4.22289669447143,13.0434782608696,0,0,0,0,0,0,0,0,6.56895041362227,80.4347826086957,2.34605371915083,6.52173913043478,0,0,0,0,0,0,0,0,0,0,0,0
"1681","S103995942","obs1836622",0,FALSE,"CO-CAL","L18454220",5.1463889,-75.6719444,"Traveling",1,2022-03-01,2022,60,9.28333333333333,0.65,0.21,0.323076923076923,1,864.347534179688,41.6153297424316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7918471080927,58.3333333333333,10.7918471080927,41.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0
"1682","S78526271","obs1836622",0,FALSE,"CO-CAL","L18455769",5.3736111,-75.1638889,"Traveling",1,2021-01-02,2021,2,14.1333333333333,3.4,3.62,1.06470588235294,1,2228.412109375,148.473541259766,0,0,0,0,0,0,0,0,6.84361036122944,21.9512195121951,0,0,0,0,0,0,0,0,11.0550628912168,65.8536585365854,4.21145252998739,12.1951219512195,0,0,0,0,0,0,0,0,0,0,0,0
"1683","S82016608","obs1836622",0,FALSE,"CO-CAL","L18455769",5.3736111,-75.1638889,"Traveling",1,2021-02-20,2021,51,9.68333333333333,5,5,1,1,2228.412109375,148.473541259766,0,0,0,0,0,0,0,0,6.84361036122944,21.9512195121951,0,0,0,0,0,0,0,0,11.0550628912168,65.8536585365854,4.21145252998739,12.1951219512195,0,0,0,0,0,0,0,0,0,0,0,0
"1684","S84224168","obs1836622",0,FALSE,"CO-CAL","L18456053",5.3855556,-75.1777778,"Traveling",1,2021-03-27,2021,86,14.7833333333333,2.38333333333333,2.98,1.25034965034965,1,2524.21166992188,261.101196289062,0,0,0,0,0,0,0,0,5.39592355404639,30,0,0,0,0,0,0,0,0,7.01470062026027,67.5,1.61877706621388,2.5,0,0,0,0,0,0,0,0,0,0,0,0
"1685","S106991671","obs543784",0,FALSE,"CO-CAL","L18496999",5.0682991,-75.585499,"Traveling",1,2022-03-30,2022,89,14.4833333333333,0.183333333333333,2.42,13.2,1,1271.03002929688,66.4263381958008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1686","S107206408","obs181060",0,FALSE,"CO-CAL","L18536644",5.4546368,-74.663329,"Traveling",1,2022-03-27,2022,86,7.28333333333333,0.116666666666667,0.23,1.97142857142857,2,178.883148193359,7.88659858703613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79637649248564,91.6666666666667,4.79637649248564,8.33333333333333,0,0,0,0,0,0,0,0,0,0
"1687","S107206794","obs181060",0,FALSE,"CO-CAL","L18536733",5.4312584,-75.129543,"Traveling",1,2022-03-20,2022,79,7.75,1.33333333333333,1.51,1.1325,3,2525.37963867188,158.340881347656,0,0,0,0,0,0,0,0,9.1730700418789,67.5,0,0,0,0,0,0,0,0,9.1730700418789,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688","S107965418","obs2756401",0,FALSE,"CO-CAL","L18677254",5.3922876,-74.9284406,"Traveling",1,2022-03-28,2022,87,15.4166666666667,1.75,1.31,0.748571428571429,1,667.440063476562,112.749588012695,0,0,0,0,0,0,0,0,8.30142085237988,71.7948717948718,0,0,0,0,0,0,0,0,8.30142085237988,28.2051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689","S109171977","obs721680",0,FALSE,"CO-CAL","L18886110",5.5218996,-75.046154,"Traveling",1,2018-02-21,2018,52,17.5,0.166666666666667,0.2,1.2,4,1556.45239257812,91.1416168212891,0,0,0,0,0,0,0,0,4.7963764924861,31.1111111111111,0,0,0,0,0,0,0,0,8.63347768647498,62.2222222222222,3.83710119398888,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0
"1690","S35215004","obs645616",0,FALSE,"CO-CAL","L19150195",5.066358,-75.4722261,"Traveling",1,2017-02-24,2017,55,10,1,1,1,1,2200.431640625,58.9098281860351,0,0,0,0,0,0,0,0,3.23755413242817,12.5,0,0,0,0,0,0,0,0,7.55429297566566,65,4.31673884323749,22.5,0,0,0,0,0,0,0,0,0,0,0,0
"1691","S24691602","obs645616",0,FALSE,"CO-CAL","L19150195",5.066358,-75.4722261,"Stationary",1,2015-01-04,2015,4,14.5,3,0,0,1,2200.431640625,58.9098281860351,0,0,0,0,0,0,0,0,3.77714648783277,10,0,0,0,0,0,0,0,0,10.252254752689,62.5,6.47510826485623,27.5,0,0,0,0,0,0,0,0,0,0,0,0
"1692","S112602088","obs1432580",1,TRUE,"CO-CAL","L19563560",5.09027,-75.5255168,"Stationary",1,2022-03-25,2022,84,17.9833333333333,0.166666666666667,0,0,1,1924.8876953125,98.7698059082031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03114203393005,72.0930232558139,8.03114203393005,27.906976744186,0,0,0,0,0,0,0,0,0,0,0,0
"1693","S112872503","obs457745",0,FALSE,"CO-CAL","L19625898",4.911777,-75.451976,"Stationary",1,2022-03-20,2022,79,13.5166666666667,0.5,0,0,1,2638.47827148438,151.049758911133,0,0,0,0,0,0,0,0,8.39365886184992,33.3333333333333,0,0,0,0,0,0,0,0,8.39365886184992,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","S112886984","obs457745",0,FALSE,"CO-CAL","L19625898",4.911777,-75.451976,"Traveling",1,2022-03-20,2022,79,10.5166666666667,2,4.828,2.414,2,2638.47827148438,151.049758911133,0,0,0,0,0,0,0,0,8.39365886184992,33.3333333333333,0,0,0,0,0,0,0,0,8.39365886184992,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","S51910863","obs368571",0,FALSE,"CO-CAL","L2014209",4.9555106,-75.6085968,"Traveling",1,2019-01-21,2019,21,11.4166666666667,1.43333333333333,3.219,2.24581395348837,2,1515.03393554688,100.716972351074,0,0,0,0,0,0,0,0,1.00389275424128,2.32558139534884,0,0,0,0,0,0,0,0,2.50973188560316,95.3488372093023,1.50583913136189,2.32558139534884,0,0,0,0,0,0,0,0,0,0,0,0
"1696","S53874895","obs568651",0,FALSE,"CO-CAL","L2014209",4.9555106,-75.6085968,"Traveling",1,2019-03-15,2019,74,15,1.5,1.609,1.07266666666667,2,1515.03393554688,100.716972351074,0,0,0,0,0,0,0,0,1.00389275424128,2.32558139534884,0,0,0,0,0,0,0,0,2.50973188560316,95.3488372093023,1.50583913136189,2.32558139534884,0,0,0,0,0,0,0,0,0,0,0,0
"1697","S53919464","obs568651",0,FALSE,"CO-CAL","L2014209",4.9555106,-75.6085968,"Traveling",1,2019-03-15,2019,74,7,2,3.219,1.6095,2,1515.03393554688,100.716972351074,0,0,0,0,0,0,0,0,1.00389275424128,2.32558139534884,0,0,0,0,0,0,0,0,2.50973188560316,95.3488372093023,1.50583913136189,2.32558139534884,0,0,0,0,0,0,0,0,0,0,0,0
"1698","S119627413","obs1068168",0,FALSE,"CO-CAL","L21049215",5.6421711,-74.9440054,"Traveling",1,2022-01-14,2022,14,6.66666666666667,0.833333333333333,5.7,6.84,1,900.880249023438,85.4030380249023,0,0,0,0,0,0,0,0,4.31673884323749,5,0,0,0,0,0,0,0,0,4.31673884323749,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1699","S81614459","obs1425059",0,FALSE,"CO-CAL","L21166575",5.3987421,-75.7178992,"Stationary",1,2021-02-15,2021,46,8.4,4.93333333333333,0,0,1,2100.07666015625,207.757522583008,0,0,0,0,0,0,0,0,6.02335652544766,32.5581395348837,0,0,0,0,0,0,0,0,6.02335652544766,67.4418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700","S101542786","obs1425059",0,FALSE,"CO-CAL","L21166575",5.3987421,-75.7178992,"Stationary",1,2022-01-27,2022,27,14.7166666666667,0.2,0,0,1,2100.07666015625,207.757522583008,0,0,0,0,0,0,0,0,6.02335652544766,32.5581395348837,0,0,0,0,0,0,0,0,6.02335652544766,67.4418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1701","S78578435","obs1425059",0,FALSE,"CO-CAL","L21166575",5.3987421,-75.7178992,"Traveling",1,2021-01-03,2021,3,9.03333333333333,2,0.7,0.35,1,2100.07666015625,207.757522583008,0,0,0,0,0,0,0,0,6.02335652544766,32.5581395348837,0,0,0,0,0,0,0,0,6.02335652544766,67.4418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1702","S81455706","obs1425059",0,FALSE,"CO-CAL","L21166575",5.3987421,-75.7178992,"Stationary",1,2021-02-14,2021,45,13.6,2.15,0,0,1,2100.07666015625,207.757522583008,0,0,0,0,0,0,0,0,6.02335652544766,32.5581395348837,0,0,0,0,0,0,0,0,6.02335652544766,67.4418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703","S81500065","obs1425059",0,FALSE,"CO-CAL","L21166575",5.3987421,-75.7178992,"Stationary",1,2021-02-14,2021,45,16.3,2.9,0,0,1,2100.07666015625,207.757522583008,0,0,0,0,0,0,0,0,6.02335652544766,32.5581395348837,0,0,0,0,0,0,0,0,6.02335652544766,67.4418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704","S78556786","obs1425059",0,FALSE,"CO-CAL","L21166575",5.3987421,-75.7178992,"Traveling",1,2021-01-03,2021,3,6.4,1.83333333333333,2.94,1.60363636363636,1,2100.07666015625,207.757522583008,0,0,0,0,0,0,0,0,6.02335652544766,32.5581395348837,0,0,0,0,0,0,0,0,6.02335652544766,67.4418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1705","S121850100","obs645616",0,FALSE,"CO-CAL","L21429866",5.0576876,-75.4842602,"Traveling",1,2015-01-13,2015,13,10.8333333333333,1,0.3,0.3,1,2128.76513671875,42.9814033508301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5151330796812,25.6410256410256,10.5151330796812,74.3589743589744,0,0,0,0,0,0,0,0,0,0,0,0
"1706","S24691620","obs645616",0,FALSE,"CO-CAL","L21429866",5.0576876,-75.4842602,"Stationary",1,2015-01-09,2015,9,9.5,1,0,0,1,2128.76513671875,42.9814033508301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5151330796812,25.6410256410256,10.5151330796812,74.3589743589744,0,0,0,0,0,0,0,0,0,0,0,0
"1707","S63167308","obs1182715",4,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Stationary",1,2020-01-08,2020,8,11.4333333333333,0.266666666666667,0,0,4,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249685,48.7804878048781,0,0,0,0,0,0,0,0,10.5286313249685,51.219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1708","S52565134","obs298523",NA,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2019-01-19,2019,19,13.5,4.5,6.437,1.43044444444444,2,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,11.055062891217,41.4634146341463,0,0,0,0,0,0,0,0,11.055062891217,58.5365853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709","S63280840","obs1182715",3,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2020-01-06,2020,6,7.73333333333333,5.58333333333333,3.31,0.592835820895522,1,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249685,48.7804878048781,0,0,0,0,0,0,0,0,10.5286313249685,51.219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1710","S44005249","obs398099",1,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2018-03-02,2018,61,6.5,5,6.437,1.2874,7,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249686,63.4146341463415,0,0,0,0,0,0,0,0,10.5286313249686,36.5853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1711","S57529315","obs1182715",0,FALSE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2019-03-30,2019,89,8.08333333333333,3.21666666666667,3.56,1.10673575129534,4,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,11.055062891217,41.4634146341463,0,0,0,0,0,0,0,0,11.055062891217,58.5365853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712","S27528277","obs131205",5,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2016-02-14,2016,45,7.5,4,1.931,0.48275,1,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.00219975872,63.4146341463415,0,0,0,0,0,0,0,0,10.00219975872,36.5853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1713","S42742585","obs721680",0,FALSE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2018-02-13,2018,44,7,5,2,0.4,3,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249686,63.4146341463415,0,0,0,0,0,0,0,0,10.5286313249686,36.5853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1714","S34058362","obs221342",0,FALSE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Stationary",1,2017-01-30,2017,30,16.3666666666667,0.7,0,0,7,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.00219975872,53.6585365853659,0,0,0,0,0,0,0,0,10.00219975872,46.3414634146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1715","S65283542","obs359041",0,FALSE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2020-02-29,2020,60,13.2,1.61666666666667,7.483,4.62865979381443,8,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249685,48.7804878048781,0,0,0,0,0,0,0,0,10.5286313249685,51.219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1716","S63490630","obs693372",4,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2020-01-15,2020,15,7.13333333333333,5.96666666666667,5.45,0.91340782122905,4,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249685,48.7804878048781,0,0,0,0,0,0,0,0,10.5286313249685,51.219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","S64714896","obs957263",0,FALSE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2020-02-18,2020,49,7.98333333333333,4.5,1.207,0.268222222222222,4,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249685,48.7804878048781,0,0,0,0,0,0,0,0,10.5286313249685,51.219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1718","S21308087","obs216870",0,FALSE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2015-01-02,2015,2,6.98333333333333,4.98333333333333,2.3,0.461538461538462,3,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,11.5814944574653,65.8536585365854,0,0,0,0,0,0,0,0,11.5814944574653,34.1463414634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1719","S64538566","obs522801",0,FALSE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2014-03-07,2014,66,18.6666666666667,1.4,5,3.57142857142857,3,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,7.37004192747793,70.7317073170732,0,0,0,0,0,0,0,0,7.37004192747793,29.2682926829268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","S53454734","obs428866",3,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2019-03-04,2019,63,14.2333333333333,3.01666666666667,3.89,1.28950276243094,3,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,11.055062891217,41.4634146341463,0,0,0,0,0,0,0,0,11.055062891217,58.5365853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1721","S33863525","obs645717",2,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2017-01-22,2017,22,7.66666666666667,4,3,0.75,4,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.00219975872,53.6585365853659,0,0,0,0,0,0,0,0,10.00219975872,46.3414634146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1722","S63413916","obs1182715",3,TRUE,"CO-CAL","L2241379",5.0694879,-75.4413374,"Traveling",1,2020-01-14,2020,14,7.03333333333333,1.01666666666667,3.52,3.46229508196721,4,2455.04296875,119.940673828125,0,0,0,0,0,0,0,0,10.5286313249685,48.7804878048781,0,0,0,0,0,0,0,0,10.5286313249685,51.219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
