checklist_id,observer_id,observation_count,species_observed,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,year,day_of_year,hours_of_day,effort_hours,effort_distance_km,effort_speed_kmph,number_observers
S81516671,obs609841,0,FALSE,CO-CAL,L13688024,4.852811,-75.366199,Stationary,1,2021-02-13,2021,44,18.15,0.16666666666666666,0,0,1
S81516722,obs609841,0,FALSE,CO-CAL,L13688030,4.829479,-75.358021,Traveling,1,2021-02-13,2021,44,11.4,1.4333333333333333,3.702,2.5827906976744184,1
S81741407,obs773487,0,FALSE,CO-CAL,L13723730,5.0775,-75.5480556,Stationary,1,2021-02-10,2021,41,16.166666666666668,1.3333333333333333,0,0,2
S81885464,obs1349435,0,FALSE,CO-CAL,L13751963,5.079293,-75.509499,Stationary,1,2021-02-16,2021,47,8.383333333333333,0.23333333333333334,0,0,1
S81981461,obs1439256,0,FALSE,CO-CAL,L13770499,5.3059688,-75.0077971,Traveling,1,2021-02-20,2021,51,6.95,0.25,1,4,5
S81982981,obs1439256,0,FALSE,CO-CAL,L13770499,5.3059688,-75.0077971,Traveling,1,2021-02-20,2021,51,7.35,0.55,0.23,0.41818181818181815,5
S81992720,obs629554,0,FALSE,CO-CAL,L13772532,5.0479694,-75.4907389,Traveling,1,2021-02-20,2021,51,7.3,1.85,0.36,0.19459459459459458,1
S82011127,obs2044848,0,FALSE,CO-CAL,L13776638,5.3755583,-75.1570658,Traveling,1,2021-02-20,2021,51,7.983333333333333,5.5,0.75,0.13636363636363635,1
S82033347,obs788645,0,FALSE,CO-CAL,L13781404,5.0014855,-75.3271375,Traveling,1,2021-02-17,2021,48,7.733333333333333,0.95,0.97,1.0210526315789474,2
S82068482,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Stationary,1,2021-02-21,2021,52,6.95,0.2,0,0,1
S83453503,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Traveling,1,2021-03-07,2021,66,7.45,1.5,1.51,1.0066666666666666,2
S83453969,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Traveling,1,2021-03-14,2021,73,7.9,1.5333333333333334,0.93,0.6065217391304347,3
S82081032,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Traveling,1,2021-02-21,2021,52,10.016666666666667,0.06666666666666667,0.72,10.799999999999999,1
S82069132,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Traveling,1,2021-02-21,2021,52,7.7,1.5833333333333333,1.76,1.111578947368421,1
S83883495,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Traveling,1,2021-03-21,2021,80,7.1,2.0833333333333335,1.12,0.5376,3
S83818799,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Traveling,1,2021-03-21,2021,80,6.833333333333333,0.5,0.41,0.82,1
S83815433,obs897647,0,FALSE,CO-CAL,L13788617,5.0896683,-75.5951367,Stationary,1,2021-03-21,2021,80,9.283333333333333,0.25,0,0,1
S82084817,obs1352602,0,FALSE,CO-CAL,L13791876,4.973735,-75.434522,Traveling,1,2021-02-21,2021,52,9.65,2.75,2.312,0.8407272727272727,3
S82097370,obs1017330,0,FALSE,CO-CAL,L13794419,5.0652249,-75.4712087,Traveling,1,2021-02-21,2021,52,6.983333333333333,4.85,8.6,1.77319587628866,3
S82178416,obs1894699,0,FALSE,CO-CAL,L13809518,5.0858028,-75.5394248,Stationary,1,2021-02-22,2021,53,17.933333333333334,0.3,0,0,2
S82311167,obs1489078,0,FALSE,CO-CAL,L13832678,5.701771,-74.7379,Stationary,1,2021-02-21,2021,52,11.5,3,0,0,1
S82386425,obs2302951,0,FALSE,CO-CAL,L13846277,5.2730906,-75.4913923,Traveling,1,2021-02-26,2021,57,14.533333333333333,1.6333333333333333,0.47,0.28775510204081634,1
S82400658,obs164576,0,FALSE,CO-CAL,L13848944,5.045906,-75.48134,Stationary,1,2021-02-26,2021,57,11.083333333333334,2.6,0,0,1
S82413103,obs164576,0,FALSE,CO-CAL,L13851505,5.045846,-75.479898,Traveling,1,2021-02-27,2021,58,7.783333333333333,0.15,0.542,3.6133333333333337,1
S82519598,obs1836622,0,FALSE,CO-CAL,L13872572,5.3363421,-75.080314,Traveling,1,2021-02-28,2021,59,6.816666666666666,5.383333333333334,2.79,0.518266253869969,1
S82574228,obs624647,0,FALSE,CO-CAL,L13882264,5.513987,-74.8991203,Traveling,1,2021-02-27,2021,58,7,2,2,1,1
S82578896,obs513909,0,FALSE,CO-CAL,L13883150,5.3414319,-74.7103308,Traveling,1,2021-02-28,2021,59,10.383333333333333,2,1.09,0.545,1
S82579113,obs513909,0,FALSE,CO-CAL,L13883150,5.3414319,-74.7103308,Traveling,1,2021-03-01,2021,60,9.383333333333333,1,0.96,0.96,1
S82713442,obs513909,0,FALSE,CO-CAL,L13883150,5.3414319,-74.7103308,Traveling,1,2021-03-03,2021,62,5.883333333333333,3,2.5,0.8333333333333334,1
S82579065,obs513909,0,FALSE,CO-CAL,L13883180,5.3413047,-74.7146075,Traveling,1,2021-03-01,2021,60,6.5,3,0.74,0.24666666666666667,1
S82622525,obs513909,0,FALSE,CO-CAL,L13883180,5.3413047,-74.7146075,Traveling,1,2021-03-02,2021,61,7.483333333333333,2,0.19,0.095,1
S82650905,obs513909,0,FALSE,CO-CAL,L13883180,5.3413047,-74.7146075,Traveling,1,2021-03-02,2021,61,15.883333333333333,1.5,1.2,0.7999999999999999,1
S82751375,obs898715,0,FALSE,CO-CAL,L13915520,4.9356145,-75.4796831,Traveling,1,2021-03-03,2021,62,9.1,5.6,2.6,0.46428571428571436,2
S82751163,obs898715,0,FALSE,CO-CAL,L13915570,4.9353651,-75.4812898,Traveling,1,2021-03-04,2021,63,8.116666666666667,2.4,0.04,0.016666666666666666,2
S82834447,obs977361,0,FALSE,CO-CAL,L13929262,5.0329542,-75.3729896,Traveling,1,2021-02-28,2021,59,6,3,10,3.3333333333333335,10
S82899335,obs1836622,0,FALSE,CO-CAL,L13941841,5.4550882,-74.6620657,Traveling,1,2021-03-06,2021,65,13.016666666666667,5.216666666666667,5.53,1.0600638977635783,1
S82932721,obs819785,0,FALSE,CO-CAL,L13948130,5.0656074,-75.527388,Stationary,1,2021-03-07,2021,66,7.683333333333334,1.1333333333333333,0,0,1
S83418582,obs819785,0,FALSE,CO-CAL,L13948130,5.0656074,-75.527388,Stationary,1,2021-03-14,2021,73,14.4,0.9666666666666667,0,0,1
S82936343,obs1677152,0,FALSE,CO-CAL,L13948833,4.9868515,-75.8128702,Stationary,1,2021-03-06,2021,65,15.983333333333333,0.016666666666666666,0,0,2
S82953163,obs1025697,0,FALSE,CO-CAL,L13952245,5.1322025,-75.5541869,Traveling,1,2021-03-06,2021,65,8.283333333333333,3.8666666666666667,7,1.8103448275862069,1
S82960985,obs1025697,0,FALSE,CO-CAL,L13953816,5.0571929,-75.4617656,Traveling,1,2021-03-07,2021,66,10.5,1,2,2,2
S83003893,obs2326437,0,FALSE,CO-CAL,L13961680,5.0437892,-75.5119892,Stationary,1,2021-03-08,2021,67,7.716666666666667,0.05,0,0,1
S85461539,obs898715,0,FALSE,CO-CAL,L13964257,5.1963758,-75.1328042,Traveling,1,2021-03-06,2021,65,7.966666666666667,3.1666666666666665,3.51,1.108421052631579,5
S83041683,obs884204,0,FALSE,CO-CAL,L13968293,5.0894545,-75.6080009,Stationary,1,2021-03-08,2021,67,17.333333333333332,0.31666666666666665,0,0,1
S83054461,obs734056,0,FALSE,CO-CAL,L13970131,4.9440708,-75.5183308,Traveling,1,2021-02-23,2021,54,8.583333333333334,3.6333333333333333,2.53,0.6963302752293578,2
S83147971,obs730187,0,FALSE,CO-CAL,L13985908,5.106505,-75.511927,Traveling,1,2021-03-10,2021,69,14,0.9833333333333333,0.41,0.41694915254237286,1
S83162621,obs773487,0,FALSE,CO-CAL,L13988487,4.9972222,-75.4463889,Stationary,1,2021-03-07,2021,66,15,0.5,0,0,5
S83949380,obs2335770,0,FALSE,CO-CAL,L13989797,5.513172,-74.899059,Stationary,1,2021-03-23,2021,82,11.283333333333333,0.06666666666666667,0,0,1
S83193340,obs900255,0,FALSE,CO-CAL,L13993712,4.991052,-75.576006,Traveling,1,2021-03-11,2021,70,8.55,3.8333333333333335,2.93,0.7643478260869565,1
S83581613,obs900255,0,FALSE,CO-CAL,L13993712,4.991052,-75.576006,Traveling,1,2021-03-17,2021,76,11.016666666666667,2,1.41,0.705,1
S83250943,obs923050,0,FALSE,CO-CAL,L14003348,4.9798454,-75.6544619,Stationary,1,2021-03-12,2021,71,12.416666666666666,0.4166666666666667,0,0,1
S83247743,obs977369,0,FALSE,CO-CAL,L14003366,4.9796933,-75.658095,Stationary,1,2021-03-12,2021,71,11.583333333333334,0.4166666666666667,0,0,1
S83249465,obs977369,0,FALSE,CO-CAL,L14003366,4.9796933,-75.658095,Traveling,1,2021-03-12,2021,71,12.05,0.36666666666666664,0.19,0.5181818181818182,1
S83252053,obs977369,0,FALSE,CO-CAL,L14003366,4.9796933,-75.658095,Stationary,1,2021-03-12,2021,71,12.483333333333333,0.3333333333333333,0,0,1
S83452286,obs977369,0,FALSE,CO-CAL,L14003366,4.9796933,-75.658095,Stationary,1,2021-03-15,2021,74,9.833333333333334,0.55,0,0,1
S83463649,obs977369,0,FALSE,CO-CAL,L14003366,4.9796933,-75.658095,Stationary,1,2021-03-15,2021,74,12.616666666666667,1.05,0,0,1
S83456502,obs977369,0,FALSE,CO-CAL,L14003366,4.9796933,-75.658095,Traveling,1,2021-03-15,2021,74,10.716666666666667,1.0166666666666666,0.25,0.24590163934426232,1
S83253827,obs977369,0,FALSE,CO-CAL,L14003366,4.9796933,-75.658095,Stationary,1,2021-03-12,2021,71,13.166666666666666,0.26666666666666666,0,0,1
S83265407,obs513909,0,FALSE,CO-CAL,L14006437,5.4103467,-74.9127454,Traveling,1,2021-03-12,2021,71,16.1,0.3333333333333333,2.5,7.5,1
S83280227,obs545428,0,FALSE,CO-CAL,L14008975,5.3673329,-74.826491,Traveling,1,2021-03-05,2021,64,6,2,1,0.5,1
S83386842,obs1080154,0,FALSE,CO-CAL,L14030306,5.5463668,-74.6792831,Stationary,1,2021-03-14,2021,73,10.483333333333333,0.5666666666666667,0,0,2
S83408749,obs1025697,0,FALSE,CO-CAL,L14034834,5.0568557,-75.4461153,Traveling,1,2021-03-14,2021,73,10.616666666666667,0.6666666666666666,0.1,0.15000000000000002,1
S83433102,obs1663758,0,FALSE,CO-CAL,L14039383,5.0728339,-75.5019185,Stationary,1,2021-03-14,2021,73,13.166666666666666,0.43333333333333335,0,0,1
S83555338,obs1025697,0,FALSE,CO-CAL,L14060593,5.0534014,-75.4656555,Stationary,1,2021-03-17,2021,76,7.5,0.16666666666666666,0,0,1
S83556235,obs629554,0,FALSE,CO-CAL,L14060709,5.0447472,-75.4843556,Stationary,1,2021-03-17,2021,76,8.666666666666666,0.3333333333333333,0,0,1
S83562253,obs693372,0,FALSE,CO-CAL,L14061764,5.0491589,-75.4877499,Stationary,1,2021-03-17,2021,76,10.95,0.15,0,0,1
S83572673,obs948584,0,FALSE,CO-CAL,L14063567,5.249156,-75.1593592,Stationary,1,2021-03-17,2021,76,10,0.5,0,0,1
S83616792,obs1698128,0,FALSE,CO-CAL,L14070981,5.0415005,-75.4256403,Traveling,1,2021-03-18,2021,77,10.933333333333334,0.03333333333333333,0.241,7.2299999999999995,1
S83620560,obs652958,0,FALSE,CO-CAL,L14071683,5.1352847,-75.5896188,Traveling,1,2021-03-18,2021,77,11.566666666666666,0.36666666666666664,0.21,0.5727272727272728,1
S83779975,obs721680,0,FALSE,CO-CAL,L14101611,4.8302823,-75.4222503,Stationary,1,2021-02-13,2021,44,4.25,0.3333333333333333,0,0,3
S83818574,obs2074160,0,FALSE,CO-CAL,L14108885,5.0692846,-75.4558856,Traveling,1,2021-03-21,2021,80,11.983333333333333,4,4,1,2
S83876517,obs181612,0,FALSE,CO-CAL,L14120275,5.5269423,-74.6998395,Stationary,1,2021-03-21,2021,80,6,3,0,0,2
S83896571,obs164576,0,FALSE,CO-CAL,L14123964,4.971409,-75.379846,Traveling,1,2021-03-02,2021,61,5.85,0.35,0.2,0.5714285714285715,1
S102487243,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-12,2022,43,8.6,2.1333333333333333,1.28,0.6,1
S104248974,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-03-05,2022,64,17.483333333333334,0.5833333333333334,0.2,0.34285714285714286,1
S100351330,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-08,2022,8,9.983333333333333,1.0833333333333333,0.6,0.5538461538461539,1
S101725885,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-30,2022,30,9.166666666666666,1.5833333333333333,1.17,0.7389473684210526,1
S100220886,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-06,2022,6,9.783333333333333,1.2,0.44,0.3666666666666667,1
S83946318,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2021-03-23,2021,82,8.833333333333334,1.6166666666666667,0.58,0.3587628865979381,1
S104998931,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-03-17,2022,76,8.433333333333334,1.7166666666666666,1.12,0.6524271844660195,1
S84180638,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2021-03-27,2021,86,7.866666666666667,1.35,0.72,0.5333333333333333,1
S103750420,obs622414,2,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-26,2022,57,8.633333333333333,2.4166666666666665,1.34,0.5544827586206897,1
S103819643,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-27,2022,58,8.383333333333333,1.15,0.78,0.6782608695652175,1
S100776398,obs622414,2,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-15,2022,15,8.833333333333334,3.5833333333333335,1.76,0.4911627906976744,1
S102680338,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-15,2022,46,8.316666666666666,1.4333333333333333,0.67,0.4674418604651163,1
S103774824,obs622414,3,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-26,2022,57,14.766666666666667,0.7666666666666667,0.25,0.32608695652173914,1
S100786268,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Stationary,1,2022-01-15,2022,15,14,0.16666666666666666,0,0,1
S102056263,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Stationary,1,2022-02-05,2022,36,9.783333333333333,0.6833333333333333,0,0,1
S102000382,obs622414,1,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-04,2022,35,8.616666666666667,2.033333333333333,0.97,0.47704918032786886,1
S99848648,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-01,2022,1,9.65,2.1666666666666665,1.28,0.5907692307692308,1
S102202610,obs622414,2,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-07,2022,38,8.816666666666666,1.4833333333333334,0.56,0.37752808988764047,1
S104491757,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-03-09,2022,68,8.95,1.9166666666666667,0.64,0.33391304347826084,1
S103192839,obs622414,1,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-20,2022,51,9.133333333333333,1.8666666666666667,0.61,0.3267857142857143,1
S101410735,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-25,2022,25,9.6,0.9,0.65,0.7222222222222222,1
S100924866,obs622414,3,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-17,2022,17,8.883333333333333,3.1166666666666667,1.63,0.5229946524064171,1
S103981605,obs622414,3,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-03-01,2022,60,13.133333333333333,1.6666666666666667,0.54,0.324,1
S84193211,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2021-03-27,2021,86,9.883333333333333,1.5333333333333334,0.65,0.42391304347826086,1
S102273518,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Stationary,1,2022-02-08,2022,39,10.166666666666666,0.16666666666666666,0,0,1
S105245374,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Stationary,1,2022-03-20,2022,79,14.133333333333333,0.23333333333333334,0,0,1
S102732155,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-02-16,2022,47,8.883333333333333,0.9333333333333333,0.19,0.20357142857142857,1
S101654923,obs622414,1,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-29,2022,29,8.666666666666666,2.0833333333333335,0.97,0.46559999999999996,1
S101351096,obs622414,1,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-24,2022,24,9.983333333333333,1.4166666666666667,0.87,0.6141176470588235,1
S105359192,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Stationary,1,2022-03-22,2022,81,8.316666666666666,0.43333333333333335,0,0,1
S105133787,obs622414,0,FALSE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-03-19,2022,78,8.866666666666667,0.7166666666666667,0.24,0.33488372093023255,1
S100298538,obs622414,1,TRUE,CO-CAL,L14132774,5.0087058,-75.426215,Traveling,1,2022-01-07,2022,7,9.5,0.75,1.14,1.5199999999999998,1
S83962842,obs622414,0,FALSE,CO-CAL,L14135830,5.0066017,-75.426205,Traveling,1,2021-03-23,2021,82,13.85,0.9333333333333333,0.73,0.7821428571428571,1
S100487108,obs622414,6,TRUE,CO-CAL,L14135830,5.0066017,-75.426205,Traveling,1,2022-01-10,2022,10,8.466666666666667,0.8666666666666667,0.39,0.45,1
S100977636,obs622414,0,FALSE,CO-CAL,L14135830,5.0066017,-75.426205,Stationary,1,2022-01-18,2022,18,8.5,0.08333333333333333,0,0,1
S84117095,obs194014,0,FALSE,CO-CAL,L14161774,5.4410117,-75.5864333,Stationary,1,2021-03-26,2021,85,8.216666666666667,0.4,0,0,1
S84204775,obs1439256,0,FALSE,CO-CAL,L14178778,5.289993,-75.0809372,Stationary,1,2021-03-27,2021,86,10,0.6666666666666666,0,0,6
S84280974,obs2074160,0,FALSE,CO-CAL,L14194423,4.9959926,-75.410278,Traveling,1,2021-03-27,2021,86,7.833333333333333,3,1.5,0.5,1
S84302769,obs693372,0,FALSE,CO-CAL,L14198848,5.051401,-75.4854332,Stationary,1,2021-03-28,2021,87,17.366666666666667,0.45,0,0,1
S84308791,obs877589,0,FALSE,CO-CAL,L14200022,4.989058,-75.407418,Traveling,1,2021-03-28,2021,87,7.5,1.5,0.322,0.21466666666666667,1
S105653135,obs877589,0,FALSE,CO-CAL,L14200022,4.989058,-75.407418,Stationary,1,2022-03-25,2022,84,17,0.6666666666666666,0,0,1
S105653282,obs877589,0,FALSE,CO-CAL,L14200038,4.989063,-75.407401,Stationary,1,2022-03-26,2022,85,9.416666666666666,0.43333333333333335,0,0,1
S105745794,obs877589,0,FALSE,CO-CAL,L14200038,4.989063,-75.407401,Stationary,1,2022-03-26,2022,85,11,0.5,0,0,1
S84308845,obs877589,0,FALSE,CO-CAL,L14200038,4.989063,-75.407401,Traveling,1,2021-03-27,2021,86,8,1.5,0.805,0.5366666666666667,1
S105653095,obs877589,1,TRUE,CO-CAL,L14200038,4.989063,-75.407401,Stationary,1,2022-03-26,2022,85,7.383333333333334,0.5,0,0,1
S84308976,obs877589,0,FALSE,CO-CAL,L14200047,4.989142,-75.40737,Stationary,1,2021-03-27,2021,86,16.733333333333334,0.5,0,0,1
S84350397,obs923050,0,FALSE,CO-CAL,L14207512,5.0493325,-75.4094492,Traveling,1,2021-03-29,2021,88,13.733333333333333,0.31666666666666665,0.499,1.5757894736842106,1
S84350455,obs977369,0,FALSE,CO-CAL,L14207523,5.0492267,-75.409155,Traveling,1,2021-03-29,2021,88,13.75,0.3333333333333333,0.22,0.66,2
S84353840,obs977369,0,FALSE,CO-CAL,L14207523,5.0492267,-75.409155,Stationary,1,2021-03-29,2021,88,14.233333333333333,0.36666666666666664,0,0,1
S84403460,obs977369,0,FALSE,CO-CAL,L14207523,5.0492267,-75.409155,Traveling,1,2021-03-30,2021,89,7.733333333333333,4.133333333333334,1.75,0.4233870967741935,2
S84388892,obs1664735,0,FALSE,CO-CAL,L14214518,5.450799,-74.661438,Traveling,1,2021-03-30,2021,89,6.083333333333333,1,1,1,1
S84418005,obs1967220,0,FALSE,CO-CAL,L14220085,5.5724374,-74.9045077,Stationary,1,2021-03-30,2021,89,14.333333333333334,1.3166666666666667,0,0,1
S84422108,obs793173,0,FALSE,CO-CAL,L14220846,5.3761264,-75.1353106,Traveling,1,2021-03-30,2021,89,16.016666666666666,0.7166666666666667,0.07,0.09767441860465118,1
S84716940,obs1003507,0,FALSE,CO-CAL,L14285561,4.8283549,-75.3748495,Traveling,1,2021-03-29,2021,88,10.216666666666667,0.16666666666666666,0.004,0.024,1
S84802288,obs1003507,0,FALSE,CO-CAL,L14303330,4.8385124,-75.4326371,Stationary,1,2021-03-29,2021,88,15,0.016666666666666666,0,0,1
S84857073,obs1624613,0,FALSE,CO-CAL,L14312630,5.5701525,-74.9031648,Traveling,1,2021-03-14,2021,73,6.166666666666667,2,0.9,0.45,1
S85034104,obs773487,0,FALSE,CO-CAL,L14359228,4.9719444,-75.3405556,Traveling,1,2021-03-28,2021,87,10.666666666666666,0.2,0.1,0.5,3
S85034987,obs773487,0,FALSE,CO-CAL,L14359328,5.0022222,-75.3263889,Traveling,1,2021-03-28,2021,87,7.666666666666667,0.25,0.1,0.4,3
S85036815,obs773487,0,FALSE,CO-CAL,L14359696,5.0619444,-75.5436111,Traveling,1,2021-03-31,2021,90,16,0.8,0.1,0.125,2
S101042942,obs1315562,3,TRUE,CO-CAL,L14359696,5.0619444,-75.5436111,Stationary,1,2022-01-16,2022,16,11.016666666666667,0.75,0,0,2
S85037284,obs773487,0,FALSE,CO-CAL,L14359803,4.9383333,-75.4730556,Stationary,1,2021-03-19,2021,78,6.916666666666667,0.16666666666666666,0,0,4
S85258134,obs1624613,0,FALSE,CO-CAL,L14404435,5.5987096,-74.9459081,Traveling,1,2021-03-14,2021,73,6.666666666666667,1,0.5,0.5,1
S100652312,obs2044848,2,TRUE,CO-CAL,L14430834,5.3837581,-75.1620965,Stationary,1,2022-01-12,2022,12,8.866666666666667,1,0,0,1
S80039155,obs2044848,0,FALSE,CO-CAL,L14430834,5.3837581,-75.1620965,Traveling,1,2021-01-28,2021,28,15.45,1.3833333333333333,0.79,0.5710843373493977,1
S86070626,obs1439834,0,FALSE,CO-CAL,L14556108,5.0683536,-75.459691,Stationary,1,2021-02-15,2021,46,8.616666666666667,0.3333333333333333,0,0,1
S86120592,obs1967220,0,FALSE,CO-CAL,L14564963,5.0906809,-75.5455884,Stationary,1,2021-01-08,2021,8,12.466666666666667,0.48333333333333334,0,0,1
S86371348,obs773487,0,FALSE,CO-CAL,L14612740,4.8791667,-75.4236111,Stationary,1,2021-02-14,2021,45,7.75,0.16666666666666666,0,0,10
S86459427,obs1089209,0,FALSE,CO-CAL,L14629305,5.3232397,-74.9190649,Traveling,1,2021-03-07,2021,66,8.666666666666666,2,0.5,0.25,1
S86693602,obs239617,0,FALSE,CO-CAL,L14667989,5.068928,-75.441032,Stationary,1,2018-02-16,2018,47,10.05,0.16666666666666666,0,0,1
S86693606,obs239617,0,FALSE,CO-CAL,L14667989,5.068928,-75.441032,Stationary,1,2018-02-17,2018,48,6.783333333333333,0.16666666666666666,0,0,1
S86693627,obs239617,0,FALSE,CO-CAL,L14667989,5.068928,-75.441032,Stationary,1,2018-02-18,2018,49,10.133333333333333,0.16666666666666666,0,0,1
S86693579,obs239617,0,FALSE,CO-CAL,L14667989,5.068928,-75.441032,Stationary,1,2018-02-15,2018,46,5.133333333333334,0.16666666666666666,0,0,1
S86693607,obs239617,0,FALSE,CO-CAL,L14667990,5.068959,-75.439228,Stationary,1,2018-02-17,2018,48,7.2,0.16666666666666666,0,0,1
S86693580,obs239617,0,FALSE,CO-CAL,L14667990,5.068959,-75.439228,Stationary,1,2018-02-15,2018,46,5.533333333333333,0.16666666666666666,0,0,1
S86693625,obs239617,0,FALSE,CO-CAL,L14667990,5.068959,-75.439228,Stationary,1,2018-02-18,2018,49,9.583333333333334,0.16666666666666666,0,0,1
S86693601,obs239617,0,FALSE,CO-CAL,L14667990,5.068959,-75.439228,Stationary,1,2018-02-16,2018,47,9.683333333333334,0.16666666666666666,0,0,1
S86693608,obs239617,0,FALSE,CO-CAL,L14667991,5.070774,-75.439322,Stationary,1,2018-02-17,2018,48,7.55,0.16666666666666666,0,0,1
S86693624,obs239617,0,FALSE,CO-CAL,L14667991,5.070774,-75.439322,Stationary,1,2018-02-18,2018,49,9.233333333333333,0.16666666666666666,0,0,1
S86693600,obs239617,0,FALSE,CO-CAL,L14667991,5.070774,-75.439322,Stationary,1,2018-02-16,2018,47,9.35,0.16666666666666666,0,0,1
S86693581,obs239617,0,FALSE,CO-CAL,L14667991,5.070774,-75.439322,Stationary,1,2018-02-15,2018,46,5.983333333333333,0.16666666666666666,0,0,1
S86693604,obs239617,0,FALSE,CO-CAL,L14667992,5.075174,-75.433417,Stationary,1,2018-02-17,2018,48,5.55,0.16666666666666666,0,0,1
S86693582,obs239617,0,FALSE,CO-CAL,L14667992,5.075174,-75.433417,Stationary,1,2018-02-15,2018,46,6.55,0.16666666666666666,0,0,1
S86693598,obs239617,0,FALSE,CO-CAL,L14667992,5.075174,-75.433417,Stationary,1,2018-02-16,2018,47,8.116666666666667,0.16666666666666666,0,0,1
S86693621,obs239617,0,FALSE,CO-CAL,L14667992,5.075174,-75.433417,Stationary,1,2018-02-18,2018,49,7.666666666666667,0.16666666666666666,0,0,1
S86693583,obs239617,0,FALSE,CO-CAL,L14667993,5.074093,-75.431209,Stationary,1,2018-02-15,2018,46,6.883333333333333,0.16666666666666666,0,0,1
S86693597,obs239617,0,FALSE,CO-CAL,L14667993,5.074093,-75.431209,Stationary,1,2018-02-16,2018,47,7.8,0.16666666666666666,0,0,1
S86693605,obs239617,0,FALSE,CO-CAL,L14667993,5.074093,-75.431209,Stationary,1,2018-02-17,2018,48,5.85,0.2,0,0,1
S86693622,obs239617,0,FALSE,CO-CAL,L14667993,5.074093,-75.431209,Stationary,1,2018-02-18,2018,49,8,0.16666666666666666,0,0,1
S86693623,obs239617,0,FALSE,CO-CAL,L14667994,5.073036,-75.43329,Stationary,1,2018-02-18,2018,49,8.483333333333333,0.16666666666666666,0,0,1
S86693603,obs239617,0,FALSE,CO-CAL,L14667994,5.073036,-75.43329,Stationary,1,2018-02-17,2018,48,5.133333333333334,0.16666666666666666,0,0,1
S86693599,obs239617,0,FALSE,CO-CAL,L14667994,5.073036,-75.43329,Stationary,1,2018-02-16,2018,47,8.583333333333334,0.16666666666666666,0,0,1
S86693584,obs239617,0,FALSE,CO-CAL,L14667994,5.073036,-75.43329,Stationary,1,2018-02-15,2018,46,7.483333333333333,0.16666666666666666,0,0,1
S86693614,obs239617,0,FALSE,CO-CAL,L14667995,5.087845,-75.450272,Stationary,1,2018-02-17,2018,48,10.15,0.16666666666666666,0,0,1
