"cv_0","id","scientific_name","lon","lat","pa","bio1","bio12","bio15","bio7","elevation_nad83","bio13"
2,"0","Desmognathus ochrophaeus",-877574.393180146,-705957.008017472,"0",2881,11656,115,313,133.173004150391,1174
3,"0","Desmognathus ochrophaeus",-1584641.05984681,-682690.341350805,"0",2884,12967,147,308,242.513046264648,1286
3,"0","Desmognathus ochrophaeus",-349666.700872454,-196126.238786703,"0",2833,12698,105,355,85.1562728881836,1215
1,"0","Desmognathus ochrophaeus",-472974.393180146,178142.991982528,"0",2797,11093,151,399,75.353141784668,1116
2,"0","Desmognathus ochrophaeus",-1489474.39318015,-591357.008017472,"0",2874,13647,127,300,276.135620117188,1393
5,"0","Desmognathus ochrophaeus",-1017141.05984681,-773690.341350805,"0",2882,11649,122,313,216.703186035156,1227
4,"0","Desmognathus ochrophaeus",-395621.452003675,327054.75668841,"0",2765,10125,218,399,369.893432617188,1102
3,"0","Desmognathus ochrophaeus",-933724.393180146,-811919.508017472,"0",2888,11439,139,304,108.434020996094,1209
1,"0","Desmognathus ochrophaeus",-393874.393180146,133692.991982528,"0",2804,10379,225,385,58.2329177856445,1112
2,"0","Desmognathus ochrophaeus",-744907.726513479,-608090.341350805,"0",2878,11838,146,306,29.0237121582031,1265
5,"0","Desmognathus ochrophaeus",-783574.393180146,-666757.008017472,"0",2881,11628,143,314,27.0504207611084,1217
5,"0","Desmognathus ochrophaeus",-439574.393180146,-155957.008017472,"0",2831,11506,162,358,76.9259033203125,1149
1,"0","Desmognathus ochrophaeus",-992763.866864357,-698304.376438524,"0",2875,11612,107,316,268.152374267578,1186
5,"0","Desmognathus ochrophaeus",-302474.393180146,-124690.341350805,"0",2811,13439,76,367,367.961975097656,1254
1,"0","Desmognathus ochrophaeus",-266974.393180146,50928.7062682425,"0",2783,12550,208,383,447.831817626953,1342
1,"0","Desmognathus ochrophaeus",-274411.893180146,-145919.508017472,"0",2820,13215,69,358,245.440979003906,1223
3,"0","Desmognathus ochrophaeus",-487763.866864356,-409725.429070103,"0",2859,11848,104,305,17.6714553833008,1171
2,"0","Desmognathus ochrophaeus",-1357621.45200368,-738886.419782178,"0",2874,12244,154,310,397.5712890625,1221
5,"0","Desmognathus ochrophaeus",-1376019.8477256,-739038.82619929,"0",2879,11239,165,312,313.978210449219,1145
1,"0","Desmognathus ochrophaeus",-812092.04023897,-651768.772723354,"0",2879,11480,129,317,77.1212997436523,1178
3,"0","Desmognathus ochrophaeus",-217869.130022251,102221.939350949,"0",2760,15301,192,367,760.270080566406,1618
3,"0","Desmognathus ochrophaeus",-965359.008564762,-695741.623402087,"0",2879,11826,104,318,184.704391479492,1212
1,"0","Desmognathus ochrophaeus",-1462441.05984681,-588557.008017472,"0",2874,12474,120,312,270.020416259766,1285
5,"0","Desmognathus ochrophaeus",-304617.250323003,-323571.293731758,"0",2843,12197,103,231,1.00882315635681,1232
5,"0","Desmognathus ochrophaeus",-1142974.39318015,-773709.949193942,"0",2875,12142,117,313,329.053009033203,1242
5,"0","Desmognathus ochrophaeus",-240363.282069035,26420.769760306,"0",2764,18639,152,366,902.482421875,1834
2,"0","Desmognathus ochrophaeus",-816696.615402368,95754.1030936394,"0",2800,9047,147,371,267.058685302734,888
5,"0","Desmognathus ochrophaeus",-845752.170957924,55254.1030936394,"0",2809,9255,143,354,184.063171386719,893
3,"0","Desmognathus ochrophaeus",-856974.393180146,-674857.008017472,"0",2880,11606,115,316,117.572906494141,1179
2,"0","Desmognathus ochrophaeus",-235593.440799194,93119.1824587187,"0",2750,16253,217,357,932.661743164062,1766
2,"0","Desmognathus ochrophaeus",-712252.170957924,211754.103093639,"0",2784,8869,174,398,326.436370849609,918
5,"0","Desmognathus ochrophaeus",-933374.393180146,-699857.008017472,"0",2882,10941,103,317,124.740364074707,1102
2,"0","Desmognathus ochrophaeus",-503610.75681651,105733.901073437,"0",2805,11345,200,380,107.947715759277,1194
4,"0","Desmognathus ochrophaeus",-971879.155084908,-848928.4365889,"0",2893,11614,185,306,73.9287719726562,1345
4,"0","Desmognathus ochrophaeus",-1223374.39318015,-785757.008017472,"0",2876,12291,94,309,344.694549560547,1189
3,"0","Desmognathus ochrophaeus",-348621.452003675,-114886.419782178,"0",2800,16526,72,359,511.827819824219,1498
5,"0","Desmognathus ochrophaeus",-817092.04023897,-741768.772723354,"0",2886,12012,160,306,46.7234878540039,1288
5,"0","Desmognathus ochrophaeus",-838474.393180146,-607857.008017472,"0",2875,11841,129,323,111.133712768555,1246
5,"0","Desmognathus ochrophaeus",-341574.393180146,-222757.008017472,"0",2839,12271,98,355,31.0882110595703,1190
4,"0","Desmognathus ochrophaeus",-694974.393180146,142976.325315862,"0",2789,9986,131,391,337.308624267578,1020
3,"0","Desmognathus ochrophaeus",-471816.498443304,-354199.11328063,"0",2853,11994,99,309,19.0660438537598,1155
3,"0","Desmognathus ochrophaeus",-835374.393180146,-776490.341350805,"0",2891,11025,143,301,26.7112483978271,1155
3,"0","Desmognathus ochrophaeus",-1081724.39318015,-802607.008017472,"0",2883,11453,99,312,228.654418945312,1151
1,"0","Desmognathus ochrophaeus",-452307.726513479,-200357.008017472,"0",2837,11880,100,359,28.4721393585205,1158
1,"0","Desmognathus ochrophaeus",-528974.393180146,-434857.008017472,"0",2862,12105,123,328,35.366325378418,1227
1,"0","Desmognathus ochrophaeus",-708266.059846813,121351.325315862,"0",2792,10270,123,385,316.246948242188,1034
2,"0","Desmognathus ochrophaeus",-250974.393180146,9915.71925525551,"0",2768,14481,153,362,778.323547363281,1464
1,"0","Desmognathus ochrophaeus",-1464196.61540237,-719301.452461916,"0",2881,13735,194,302,272.076354980469,1452
5,"0","Desmognathus ochrophaeus",-935424.393180146,-720457.008017472,"0",2884,11794,107,314,127.17822265625,1200
2,"0","Desmognathus ochrophaeus",-791395.445811725,121537.728824634,"0",2796,9339,132,369,273.020172119141,910
2,"0","Desmognathus ochrophaeus",-459797.922591911,199466.521394293,"0",2793,11270,144,406,68.9665985107422,1147
3,"0","Desmognathus ochrophaeus",-634024.393180146,-498457.008017472,"0",2869,11553,125,311,24.4238529205322,1126
5,"0","Desmognathus ochrophaeus",-1233474.39318015,-578057.008017472,"0",2872,10939,178,312,270.175048828125,1233
5,"0","Desmognathus ochrophaeus",-688092.04023897,34407.6978648812,"0",2815,10721,107,327,94.5720596313477,1052
1,"0","Desmognathus ochrophaeus",-304338.029543782,-127902.462562926,"0",2811,13393,76,367,362.164886474609,1252
4,"0","Desmognathus ochrophaeus",-547374.393180146,219242.991982528,"0",2784,10578,175,398,212.339416503906,1078
1,"0","Desmognathus ochrophaeus",-296503.804944852,-284709.949193942,"0",2840,12289,93,288,45.1640815734863,1185
4,"0","Desmognathus ochrophaeus",-819743.623949377,-664510.854171318,"0",2880,11679,133,316,81.4592361450195,1214
2,"0","Desmognathus ochrophaeus",-644182.726513479,-606482.008017472,"0",2877,11583,139,297,3.99581480026245,1225
1,"0","Desmognathus ochrophaeus",-1586763.86686436,-661304.376438524,"0",2882,14815,130,310,250.603500366211,1399
4,"0","Desmognathus ochrophaeus",-261760.10746586,12214.4205539568,"0",2771,15196,157,365,801.205261230469,1536
1,"0","Desmognathus ochrophaeus",-1008395.44581173,-720251.744859577,"0",2879,11464,106,316,238.161849975586,1156
4,"0","Desmognathus ochrophaeus",-537641.059846813,255909.658649195,"0",2775,12198,186,389,313.109710693359,1326
1,"0","Desmognathus ochrophaeus",-1168128.23933399,-757010.854171318,"0",2876,11832,97,312,323.306488037109,1137
4,"0","Desmognathus ochrophaeus",-835359.008564761,-557972.392632856,"0",2871,11119,141,332,92.6882400512695,1114
1,"0","Desmognathus ochrophaeus",-480574.393180146,182242.991982528,"0",2796,10951,159,400,69.8460235595703,1112
5,"0","Desmognathus ochrophaeus",-241374.393180146,158042.991982528,"0",2786,12739,169,385,273.780029296875,1384
2,"0","Desmognathus ochrophaeus",-797658.603706462,-594199.11328063,"0",2877,10920,126,321,43.2852630615234,1101
3,"0","Desmognathus ochrophaeus",-342024.393180146,245542.991982528,"0",2795,10351,165,403,1.91677677631378,1032
5,"0","Desmognathus ochrophaeus",-499820.5470263,-467818.54647901,"0",2861,11141,107,273,1.30719792842865,1103
1,"0","Desmognathus ochrophaeus",-713024.393180146,-592257.008017472,"0",2875,12491,121,282,18.3602886199951,1245
2,"0","Desmognathus ochrophaeus",-368786.893180146,228267.991982528,"0",2794,10586,157,410,21.8702144622803,1036
4,"0","Desmognathus ochrophaeus",-1525974.39318015,-768690.341350805,"0",2886,13755,168,302,233.173065185547,1432
2,"0","Desmognathus ochrophaeus",-1464863.28206904,-604690.341350805,"0",2878,12484,122,308,241.994277954102,1261
2,"0","Desmognathus ochrophaeus",-375224.393180146,197392.991982528,"0",2797,10900,150,400,42.4966049194336,1060
2,"0","Desmognathus ochrophaeus",-729874.393180146,55542.9919825282,"0",2813,10118,112,352,99.4562149047852,982
5,"0","Desmognathus ochrophaeus",-239074.393180146,89692.9919825282,"0",2766,14670,227,374,693.979553222656,1600
1,"0","Desmognathus ochrophaeus",-447141.059846813,172476.325315861,"0",2797,11595,150,394,101.088264465332,1161
1,"0","Desmognathus ochrophaeus",-527411.893180146,122017.991982528,"0",2805,10142,172,386,74.4280471801758,1042
5,"0","Desmognathus ochrophaeus",-371752.170957924,69142.9919825282,"0",2809,10965,220,376,96.8410873413086,1167
4,"0","Desmognathus ochrophaeus",-661374.393180146,172842.991982528,"0",2789,8609,148,391,258.001495361328,883
2,"0","Desmognathus ochrophaeus",-707831.536037289,-640547.484207948,"0",2879,12794,168,291,27.2944412231445,1427
5,"0","Desmognathus ochrophaeus",-397268.510827205,161760.639041352,"0",2802,10762,149,392,35.246768951416,1058
1,"0","Desmognathus ochrophaeus",-1167085.50429126,-781523.674684138,"0",2875,12172,104,311,359.36865234375,1171
5,"0","Desmognathus ochrophaeus",-340915.569650734,-226768.772723354,"0",2839,12413,96,356,36.3511772155762,1205
1,"0","Desmognathus ochrophaeus",-801428.938634692,-762993.371653835,"0",2889,11916,168,302,21.8348064422607,1318
1,"0","Desmognathus ochrophaeus",-606209.687297793,-460415.831546884,"0",2866,11243,118,321,2.88608050346375,1099
2,"0","Desmognathus ochrophaeus",-662161.893180146,94642.9919825282,"0",2803,9892,108,379,159.88916015625,991
1,"0","Desmognathus ochrophaeus",-875589.777795531,32258.3765979129,"0",2816,8995,132,318,122.273323059082,886
2,"0","Desmognathus ochrophaeus",-1369707.72651348,-225023.674684138,"0",2840,10065,241,346,268.14990234375,1155
1,"0","Desmognathus ochrophaeus",-424838.029543782,280324.810164346,"0",2762,12862,165,393,488.351593017578,1329
1,"0","Desmognathus ochrophaeus",-1486674.39318015,-582557.008017472,"0",2873,13265,126,308,277.277130126953,1374
4,"0","Desmognathus ochrophaeus",-354494.393180146,-87757.0080174718,"0",2792,14549,63,361,563.139892578125,1319
3,"0","Desmognathus ochrophaeus",-371807.726513479,-262468.119128583,"0",2842,14526,79,342,67.8899688720703,1351
1,"0","Desmognathus ochrophaeus",-1076448.07739067,-819725.429070103,"0",2884,12236,119,306,233.640686035156,1316
1,"0","Desmognathus ochrophaeus",-791562.628474264,-667239.360958648,"0",2880,11779,146,314,49.240119934082,1244
5,"0","Desmognathus ochrophaeus",-738359.008564761,-559741.623402087,"0",2873,11337,142,309,55.6985473632812,1176
2,"0","Desmognathus ochrophaeus",-576926.774132527,174262.039601576,"0",2796,9500,118,400,113.389320373535,922
1,"0","Desmognathus ochrophaeus",-437786.893180146,-164169.508017472,"0",2833,10537,152,358,40.3937606811523,1036
4,"0","Desmognathus ochrophaeus",-841474.393180146,-627801.452461916,"0",2877,11603,119,322,98.2214050292969,1192
4,"0","Desmognathus ochrophaeus",-1217707.72651348,-795423.674684138,"0",2876,11485,79,308,356.661376953125,1067
3,"0","Desmognathus ochrophaeus",-318247.120452873,-235402.462562926,"0",2836,12611,76,351,127.076316833496,1174
1,"0","Desmognathus ochrophaeus",-541057.726513479,181309.658649195,"0",2797,10270,158,403,71.0265197753906,1015
5,"0","Desmognathus ochrophaeus",-665019.847725601,226370.264709801,"0",2790,8858,181,404,141.011474609375,915
2,"0","Desmognathus ochrophaeus",-1059887.43665841,-737922.225408776,"0",2875,12925,134,312,315.960113525391,1349
5,"0","Desmognathus ochrophaeus",-675474.393180146,175142.991982528,"0",2787,8170,156,396,292.0966796875,842
2,"0","Desmognathus ochrophaeus",-1108786.89318015,-830669.508017472,"0",2885,12419,136,308,246.523193359375,1374
1,"0","Desmognathus ochrophaeus",-1108641.05984681,-781357.008017472,"0",2881,11249,108,314,231.985321044922,1160
2,"0","Desmognathus ochrophaeus",-1442079.65633804,-741778.060649051,"0",2885,12813,180,306,254.202026367188,1341
4,"0","Desmognathus ochrophaeus",-869831.536037289,-658166.531826995,"0",2880,11398,115,321,97.7147216796875,1118
4,"0","Desmognathus ochrophaeus",-1434012.85471861,-643472.392632856,"0",2873,12854,154,306,331.043579101562,1302
2,"0","Desmognathus ochrophaeus",-743386.157886029,-566474.655076295,"0",2875,10957,139,309,30.9400577545166,1138
1,"0","Desmognathus ochrophaeus",-1568696.61540237,-587245.896906361,"0",2877,12874,126,319,212.457931518555,1364
5,"0","Desmognathus ochrophaeus",-536029.948735702,113754.103093639,"0",2805,10307,175,382,93.7909698486328,1065
2,"0","Desmognathus ochrophaeus",-890161.893180146,25142.9919825282,"0",2819,8679,132,327,96.7881011962891,867
5,"0","Desmognathus ochrophaeus",-1261856.74612132,-826827.596252766,"0",2883,13046,95,310,267.764007568359,1253
4,"0","Desmognathus ochrophaeus",-908029.948735702,-793579.230239694,"0",2887,11490,145,305,101.303153991699,1249
4,"0","Desmognathus ochrophaeus",-735621.452003676,210642.991982528,"0",2779,8968,179,393,409.073455810547,956
2,"0","Desmognathus ochrophaeus",-368974.393180146,34892.9919825282,"0",2807,12345,190,379,168.994018554688,1261
4,"0","Desmognathus ochrophaeus",-268196.615402368,83198.5475380838,"0",2786,12015,222,390,353.268798828125,1322
5,"0","Desmognathus ochrophaeus",-1147386.15788603,-803474.655076295,"0",2882,11962,106,313,262.846069335938,1146
1,"0","Desmognathus ochrophaeus",-864724.393180146,-785357.008017472,"0",2889,11077,149,302,64.8575820922852,1186
3,"0","Desmognathus ochrophaeus",-286574.393180146,53042.9919825282,"0",2791,10869,206,388,329.769195556641,1160
2,"0","Desmognathus ochrophaeus",-776074.393180146,-642407.008017472,"0",2879,11321,127,315,36.2109680175781,1164
4,"0","Desmognathus ochrophaeus",-663065.302271055,-532447.917108381,"0",2871,11720,116,299,19.5234699249268,1176
4,"0","Desmognathus ochrophaeus",-656783.91698967,-671071.293731757,"0",2877,11780,143,242,11.3584804534912,1261
2,"0","Desmognathus ochrophaeus",-648252.170957924,234531.880871417,"0",2789,8609,184,401,131.56852722168,910
1,"0","Desmognathus ochrophaeus",-848500.70896962,-656357.008017472,"0",2879,11410,117,320,97.391960144043,1163
4,"0","Desmognathus ochrophaeus",-583260.10746586,-555714.150874615,"0",2866,11702,98,256,8.84831523895264,1137
1,"0","Desmognathus ochrophaeus",-633641.059846813,52601.3253158616,"0",2813,9996,109,338,85.9580688476562,969
5,"0","Desmognathus ochrophaeus",-1597474.39318015,-718857.008017472,"0",2883,12869,188,306,287.559661865234,1408
4,"0","Desmognathus ochrophaeus",-1469363.28206904,-743634.785795249,"0",2884,13417,211,297,280.678680419922,1490
3,"0","Desmognathus ochrophaeus",-641856.746121322,212054.756688411,"0",2789,9344,171,403,169.701614379883,947
4,"0","Desmognathus ochrophaeus",-613359.008564761,262873.761213297,"0",2776,10129,198,401,300.853088378906,1104
2,"0","Desmognathus ochrophaeus",-218474.393180146,31142.9919825282,"0",2758,18472,139,369,990.691101074219,1865
4,"0","Desmognathus ochrophaeus",-1567027.02475909,-688304.376438524,"0",2881,13455,157,306,302.738037109375,1361
4,"0","Desmognathus ochrophaeus",-343474.393180146,-240857.008017472,"0",2840,12525,90,354,39.8189697265625,1226
1,"0","Desmognathus ochrophaeus",-735307.726513479,-542357.008017472,"0",2871,11622,149,316,70.1421051025391,1215
1,"0","Desmognathus ochrophaeus",-855022.012227765,-710404.627065091,"0",2882,11590,126,312,104.885559082031,1185
1,"0","Desmognathus ochrophaeus",-293247.120452873,272597.537437074,"0",2791,10765,174,404,17.0657958984375,1141
2,"0","Desmognathus ochrophaeus",-1065435.93164168,-10510.8541713179,"0",2815,10172,89,350,252.663787841797,942
4,"0","Desmognathus ochrophaeus",-1126286.89318015,-795419.508017472,"0",2883,11451,112,314,224.625778198242,1166
2,"0","Desmognathus ochrophaeus",-1596545.82175157,-731714.150874615,"0",2880,14774,182,304,423.725524902344,1582
3,"0","Desmognathus ochrophaeus",-373545.821751574,162642.991982528,"0",2801,10927,157,394,31.7357940673828,1121
4,"0","Desmognathus ochrophaeus",-883411.893180146,33392.9919825282,"0",2814,8758,141,333,171.260208129883,888
3,"0","Desmognathus ochrophaeus",-885760.10746586,99000.1348396711,"0",2801,9190,137,366,286.866668701172,881
1,"0","Desmognathus ochrophaeus",-803474.393180146,81642.9919825282,"0",2800,9057,143,372,325.407379150391,872
4,"0","Desmognathus ochrophaeus",-517074.393180146,289592.991982528,"0",2770,11404,198,394,397.762237548828,1182
3,"0","Desmognathus ochrophaeus",-309474.393180146,210928.706268243,"0",2794,11339,170,395,93.2141418457031,1209
2,"0","Desmognathus ochrophaeus",-403624.393180146,185942.991982528,"0",2800,10356,136,396,26.9723567962646,982
3,"0","Desmognathus ochrophaeus",-436092.040238969,-345768.772723354,"0",2850,12018,98,287,27.1269264221191,1093
1,"0","Desmognathus ochrophaeus",-266589.777795531,57258.3765979129,"0",2788,11283,216,389,375.761901855469,1221
2,"0","Desmognathus ochrophaeus",-577605.972127514,229432.465666739,"0",2788,8971,156,403,122.536003112793,902
2,"0","Desmognathus ochrophaeus",-388724.393180146,64267.9919825282,"0",2813,10054,227,379,28.1662902832031,1084
5,"0","Desmognathus ochrophaeus",-319934.393180146,-127437.008017472,"0",2822,12154,76,375,147.829025268555,1159
5,"0","Desmognathus ochrophaeus",-395359.008564761,312258.376597913,"0",2760,10392,219,389,489.073669433594,1145
5,"0","Desmognathus ochrophaeus",-1546838.02954378,-645357.008017472,"0",2877,14416,127,307,299.196319580078,1363
2,"0","Desmognathus ochrophaeus",-773161.893180146,-658044.508017472,"0",2880,11470,134,313,24.1405830383301,1181
5,"0","Desmognathus ochrophaeus",-1561474.39318015,-554857.008017472,"0",2875,13177,138,323,201.900329589844,1467
4,"0","Desmognathus ochrophaeus",-1550286.89318015,-743482.008017472,"0",2881,13980,174,308,290.558197021484,1466
5,"0","Desmognathus ochrophaeus",-848307.726513479,81909.6586491949,"0",2803,8757,144,372,277.028839111328,858
2,"0","Desmognathus ochrophaeus",-637562.628474264,218525.344923705,"0",2792,8283,177,407,89.6770401000977,841
4,"0","Desmognathus ochrophaeus",-825863.282069035,-682301.452461916,"0",2880,11566,140,314,83.7888946533203,1232
5,"0","Desmognathus ochrophaeus",-820658.603706462,-578725.429070103,"0",2873,11398,131,326,110.701431274414,1139
4,"0","Desmognathus ochrophaeus",-659921.761601199,-528567.534333261,"0",2871,11607,119,301,14.6988468170166,1167
2,"0","Desmognathus ochrophaeus",-230574.393180146,177042.991982528,"0",2780,14969,174,383,378.746154785156,1651
1,"0","Desmognathus ochrophaeus",-608688.678894432,123928.706268242,"0",2800,8752,127,375,131.207260131836,859
5,"0","Desmognathus ochrophaeus",-1607374.39318015,-728957.008017472,"0",2881,13631,186,304,317.806182861328,1481
3,"0","Desmognathus ochrophaeus",-719763.866864357,-611725.429070103,"0",2877,11999,137,285,8.10378646850586,1247
3,"0","Desmognathus ochrophaeus",-675724.393180146,90080.4919825282,"0",2805,9696,91,382,154.817840576172,927
2,"0","Desmognathus ochrophaeus",-902974.393180146,56642.9919825282,"0",2808,8176,154,368,244.085372924805,816
2,"0","Desmognathus ochrophaeus",-310085.504291257,206920.769760306,"0",2794,11572,171,395,100.849906921387,1240
5,"0","Desmognathus ochrophaeus",-1084441.05984681,-49223.6746841384,"0",2822,9426,114,339,203.662368774414,893
5,"0","Desmognathus ochrophaeus",-943711.23528541,-707567.534333261,"0",2880,11974,100,315,170.533172607422,1206
5,"0","Desmognathus ochrophaeus",-738474.393180146,101142.991982528,"0",2801,9153,107,386,198.749114990234,902
1,"0","Desmognathus ochrophaeus",-758124.393180146,-554807.008017472,"0",2873,10920,128,317,55.0954093933105,1129
5,"0","Desmognathus ochrophaeus",-790974.393180146,-585514.902754314,"0",2877,10715,126,320,29.4953174591064,1077
3,"0","Desmognathus ochrophaeus",-859621.452003676,-610886.419782178,"0",2874,11444,127,326,132.175476074219,1216
4,"0","Desmognathus ochrophaeus",-813974.393180146,-689976.055636519,"0",2882,11891,151,314,53.789005279541,1282
5,"0","Desmognathus ochrophaeus",-590069.631275384,83166.8015063378,"0",2808,9223,145,363,99.115608215332,910
2,"0","Desmognathus ochrophaeus",-305974.393180146,-190157.008017472,"0",2822,13007,76,343,274.974914550781,1213
5,"0","Desmognathus ochrophaeus",-1103974.39318015,-800023.674684138,"0",2884,11221,97,313,221.625564575195,1107
4,"0","Desmognathus ochrophaeus",-1436507.72651348,-722490.341350805,"0",2880,13384,175,306,305.590240478516,1348
4,"0","Desmognathus ochrophaeus",-1166553.34054857,-866462.271175366,"0",2893,10776,106,311,194.750122070312,1043
5,"0","Desmognathus ochrophaeus",-413036.893180146,-294669.508017472,"0",2843,13621,92,323,92.0383605957031,1254
3,"0","Desmognathus ochrophaeus",-608019.847725601,37961.1738007101,"0",2813,10510,113,338,95.6267700195312,1065
5,"0","Desmognathus ochrophaeus",-394092.040238969,232584.168453116,"0",2792,10837,152,413,67.9918060302734,1072
4,"0","Desmognathus ochrophaeus",-240374.393180146,-132757.008017472,"0",2828,12116,86,364,71.5330123901367,1115
2,"0","Desmognathus ochrophaeus",-1513674.39318015,-624807.008017472,"0",2876,14117,121,303,296.349945068359,1342
5,"0","Desmognathus ochrophaeus",-761641.059846813,-558968.119128583,"0",2875,10821,126,317,38.0979042053223,1117
1,"0","Desmognathus ochrophaeus",-765641.059846813,112547.75388729,"0",2798,8809,125,381,235.23991394043,875
4,"0","Desmognathus ochrophaeus",-1361902.96460872,-724071.293731757,"0",2874,11924,165,311,368.54150390625,1201
4,"0","Desmognathus ochrophaeus",-678774.393180146,-508957.008017472,"0",2866,11696,107,269,3.27630996704102,1146
1,"0","Desmognathus ochrophaeus",-474757.001875798,-320139.616713124,"0",2851,11488,106,335,20.4257659912109,1086
3,"0","Desmognathus ochrophaeus",-405841.059846813,39842.9919825282,"0",2804,9744,167,385,234.368255615234,977
5,"0","Desmognathus ochrophaeus",-573205.162410915,-399203.161863626,"0",2856,12111,131,331,92.276611328125,1278
2,"0","Desmognathus ochrophaeus",-337045.821751574,238214.420553957,"0",2795,10537,167,401,16.9091262817383,1057
1,"0","Desmognathus ochrophaeus",-634574.393180146,-553507.008017472,"0",2873,11629,119,308,14.8651514053345,1177
2,"0","Desmognathus ochrophaeus",-1072574.39318015,-858957.008017472,"0",2889,11774,209,298,210.081253051758,1538
5,"0","Desmognathus ochrophaeus",-526605.972127514,-384409.639596419,"0",2857,12414,135,334,31.5291938781738,1306
3,"0","Desmognathus ochrophaeus",-341724.393180146,221392.991982528,"0",2796,10750,168,402,23.0536327362061,1100
2,"0","Desmognathus ochrophaeus",-528562.628474264,104525.344923705,"0",2806,10698,192,381,96.452995300293,1129
2,"0","Desmognathus ochrophaeus",-789274.393180146,54042.9919825282,"0",2812,9399,127,347,135.79606628418,926
5,"0","Desmognathus ochrophaeus",-674435.931641684,61027.6073671436,"0",2814,9518,83,365,77.9966049194336,882
4,"0","Desmognathus ochrophaeus",-284209.687297793,149584.168453116,"0",2790,12091,182,385,227.716888427734,1296
4,"0","Desmognathus ochrophaeus",-726869.130022252,-540778.060649051,"0",2873,11221,153,314,24.5971984863281,1173
5,"0","Desmognathus ochrophaeus",-510150.863768381,-479709.949193943,"0",2861,11070,114,267,1.67954230308533,1124
1,"0","Desmognathus ochrophaeus",-804092.04023897,-576827.596252766,"0",2874,11250,127,323,88.4161148071289,1117
2,"0","Desmognathus ochrophaeus",-665610.75681651,93552.0828916192,"0",2804,9833,102,381,158.525527954102,970
4,"0","Desmognathus ochrophaeus",-320474.393180146,253330.491982528,"0",2795,10144,166,396,5.90505123138428,1029
3,"0","Desmognathus ochrophaeus",-703783.91698967,97071.5634110997,"0",2803,9674,98,387,173.504409790039,925
2,"0","Desmognathus ochrophaeus",-1459029.9487357,-769134.785795249,"0",2887,13932,180,302,273.71923828125,1507
5,"0","Desmognathus ochrophaeus",-1180849.39318015,-15482.0080174718,"0",2824,8440,205,354,220.223907470703,891
5,"0","Desmognathus ochrophaeus",-1281610.75681651,-846993.371653835,"0",2883,13999,93,310,305.232482910156,1315
2,"0","Desmognathus ochrophaeus",-1430237.55107488,-249883.323806946,"0",2841,10532,245,343,301.722106933594,1249
1,"0","Desmognathus ochrophaeus",-290164.869370622,248500.134839671,"0",2792,11262,174,402,84.3533325195312,1161
3,"0","Desmognathus ochrophaeus",-258574.393180146,202042.991982528,"0",2786,12256,185,393,216.864685058594,1354
4,"0","Desmognathus ochrophaeus",-1609724.39318015,-771419.508017472,"0",2883,14926,146,305,326.844085693359,1561
5,"0","Desmognathus ochrophaeus",-614141.059846813,198476.325315861,"0",2794,7932,144,406,87.0760345458984,800
5,"0","Desmognathus ochrophaeus",-660184.919495936,245011.41303516,"0",2788,8364,193,399,134.647842407227,900
4,"0","Desmognathus ochrophaeus",-345739.099062499,-207004.066841001,"0",2837,13135,103,355,45.9246444702148,1267
2,"0","Desmognathus ochrophaeus",-801524.393180146,-594257.008017472,"0",2876,11151,127,321,61.1762313842773,1125
3,"0","Desmognathus ochrophaeus",-598374.393180146,173042.991982528,"0",2796,9091,104,399,127.592956542969,887
1,"0","Desmognathus ochrophaeus",-901891.059846813,81726.3253158616,"0",2806,8417,153,371,217.805160522461,836
2,"0","Desmognathus ochrophaeus",-760849.393180146,210705.491982528,"0",2776,10589,151,385,460.531372070312,1118
3,"0","Desmognathus ochrophaeus",-300051.316257069,-126280.084940549,"0",2810,13314,76,366,380.477722167969,1237
4,"0","Desmognathus ochrophaeus",-550974.393180146,154142.991982528,"0",2800,10192,139,399,78.2758026123047,1000
5,"0","Desmognathus ochrophaeus",-603974.393180146,-421968.119128583,"0",2858,12447,118,327,77.9210815429688,1268
4,"0","Desmognathus ochrophaeus",-1540820.5470263,-487818.54647901,"0",2872,11456,152,331,145.033355712891,1322
3,"0","Desmognathus ochrophaeus",-894841.059846813,-757823.674684138,"0",2885,11491,135,307,99.3844528198242,1230
5,"0","Desmognathus ochrophaeus",-359224.393180146,-222690.341350805,"0",2838,13830,94,355,60.0192909240723,1315
4,"0","Desmognathus ochrophaeus",-549474.393180146,-454579.230239694,"0",2864,11860,126,324,29.3982334136963,1226
3,"0","Desmognathus ochrophaeus",-615474.393180146,-566642.722303186,"0",2873,11934,129,305,17.797830581665,1288
3,"0","Desmognathus ochrophaeus",-329065.302271055,202733.901073437,"0",2795,11586,170,396,67.3355178833008,1230
4,"0","Desmognathus ochrophaeus",-907783.91698967,-730214.150874614,"0",2883,11800,126,309,136.932266235352,1259
1,"0","Desmognathus ochrophaeus",-539507.726513479,-427490.341350805,"0",2862,11615,126,327,20.6712455749512,1166
5,"0","Desmognathus ochrophaeus",-920783.91698967,88595.3729349092,"0",2801,9273,139,367,310.182434082031,922
5,"0","Desmognathus ochrophaeus",-1352553.34054857,-734251.744859577,"0",2875,11212,162,311,353.616302490234,1145
1,"0","Desmognathus ochrophaeus",-620224.393180146,-5157.00801747176,"0",2818,12642,144,329,80.5793762207031,1300
